symbol,strategy,start_date,end_date,平均騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
GBPJPY,超短期ボリンジャー7日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,1.39,44.44,24.0,0.16,0.06,-0.38,-0.19,0.42,0.14,2.67,9.0
GBPJPY,超短期ボリンジャー10日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,1.33,57.14,16.0,0.19,0.08,-0.46,-0.46,0.3,0.12,2.29,7.0
GBPJPY,超短期ボリンジャー10日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,1.33,57.14,16.0,0.19,0.08,-0.46,-0.46,0.3,0.12,2.29,7.0
GBPJPY,超短期ボリンジャー10日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,1.24,50.0,14.0,0.21,0.09,-0.46,-0.46,0.34,0.13,2.33,6.0
GBPJPY,超短期ボリンジャー10日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,1.24,50.0,14.0,0.21,0.09,-0.46,-0.46,0.34,0.13,2.33,6.0
GBPJPY,超短期ボリンジャー10日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,1.24,50.0,14.0,0.21,0.09,-0.46,-0.46,0.34,0.13,2.33,6.0
GBPJPY,超短期ボリンジャー9日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,1.24,44.44,33.0,0.14,0.04,-0.49,-0.33,0.32,0.07,3.67,9.0
GBPJPY,超短期ボリンジャー7日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,1.23,37.5,21.0,0.16,0.06,-0.4,-0.24,0.49,0.15,2.62,8.0
GBPJPY,超短期ボリンジャー8日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,1.1,44.44,22.0,0.13,0.05,-0.47,-0.35,0.42,0.14,2.44,9.0
GBPJPY,超短期ボリンジャー8日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,1.1,44.44,22.0,0.13,0.05,-0.47,-0.35,0.42,0.14,2.44,9.0
GBPJPY,超短期ボリンジャー8日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,1.1,44.44,22.0,0.13,0.05,-0.47,-0.35,0.42,0.14,2.44,9.0
GBPJPY,超短期ボリンジャー8日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,1.1,44.44,22.0,0.13,0.05,-0.47,-0.35,0.42,0.14,2.44,9.0
GBPJPY,超短期ボリンジャー7日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,1.01,37.5,20.0,0.13,0.05,-0.47,-0.35,0.49,0.15,2.5,8.0
GBPJPY,超短期ボリンジャー7日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,1.01,37.5,20.0,0.13,0.05,-0.47,-0.35,0.49,0.15,2.5,8.0
GBPJPY,超短期ボリンジャー7日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,1.01,37.5,20.0,0.13,0.05,-0.47,-0.35,0.49,0.15,2.5,8.0
GBPJPY,超短期ボリンジャー9日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,0.98,42.86,16.0,0.14,0.06,-0.49,-0.33,0.4,0.15,2.29,7.0
GBPJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,0.88,44.44,30.0,0.1,0.03,-0.46,-0.46,0.17,0.05,3.33,9.0
GBPJPY,超短期ボリンジャー12日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,0.88,44.44,30.0,0.1,0.03,-0.46,-0.46,0.17,0.05,3.33,9.0
GBPJPY,超短期ボリンジャー2日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,0.66,100.0,9.0,0.33,0.07,0.0,0.0,0.33,0.07,4.5,2.0
GBPJPY,超短期ボリンジャー2日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,0.6,66.67,14.0,0.2,0.04,-0.52,-0.26,0.56,0.09,4.67,3.0
GBPJPY,超短期ボリンジャー10日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,0.51,44.44,30.0,0.06,0.02,-0.49,-0.33,0.22,0.06,3.33,9.0
GBPJPY,超短期ボリンジャー5日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.38,50.0,17.0,0.06,0.02,-0.33,-0.13,0.26,0.09,2.83,6.0
GBPJPY,超短期ボリンジャー3日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,0.1,42.86,24.0,0.02,0.01,-0.34,-0.11,0.28,0.07,3.43,7.0
GBPJPY,超短期ボリンジャー3日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,0.1,42.86,24.0,0.02,0.01,-0.34,-0.11,0.28,0.07,3.43,7.0
GBPJPY,超短期ボリンジャー2日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBPJPY,超短期ボリンジャー4日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.05,22.22,26.0,0.0,0.0,-0.39,-0.14,0.31,0.1,2.89,9.0
GBPJPY,超短期ボリンジャー2日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.13,25.0,17.0,-0.03,-0.01,-0.16,-0.03,0.09,0.03,4.25,4.0
GBPJPY,超短期ボリンジャー4日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.19,37.5,22.0,-0.02,-0.01,-0.34,-0.11,0.17,0.07,2.75,8.0
GBPJPY,超短期ボリンジャー4日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.19,37.5,22.0,-0.02,-0.01,-0.34,-0.11,0.17,0.07,2.75,8.0
GBPJPY,超短期ボリンジャー2日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.28,20.0,21.0,-0.05,-0.01,-0.16,-0.03,0.02,0.01,4.2,5.0
GBPJPY,超短期ボリンジャー2日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.34,33.33,8.0,-0.11,-0.04,-0.52,-0.26,0.09,0.03,2.67,3.0
GBPJPY,超短期ボリンジャー2日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.34,33.33,8.0,-0.11,-0.04,-0.52,-0.26,0.09,0.03,2.67,3.0
GBPJPY,超短期ボリンジャー2日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.38,50.0,14.0,-0.09,-0.03,-0.32,-0.16,-0.02,0.0,3.5,4.0
GBPJPY,超短期ボリンジャー3日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.38,33.33,18.0,-0.06,-0.02,-0.37,-0.25,0.56,0.09,3.0,6.0
GBPJPY,超短期ボリンジャー10日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.39,36.36,32.0,-0.03,-0.01,-0.49,-0.33,0.07,0.02,2.91,11.0
GBPJPY,超短期ボリンジャー3日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.41,45.45,31.0,-0.04,-0.01,-0.34,-0.11,0.08,0.03,2.82,11.0
GBPJPY,超短期ボリンジャー3日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.98,33.33,28.0,-0.11,-0.04,-0.34,-0.11,0.01,0.0,3.11,9.0
GBPJPY,超短期ボリンジャー4日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.01,20.0,12.0,-0.2,-0.08,-0.34,-0.11,0.0,0.0,2.4,5.0
GBPJPY,超短期ボリンジャー2日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.39,33.33,11.0,-0.46,-0.13,0.0,0.0,-0.46,-0.13,3.67,3.0
GBPJPY,超短期ボリンジャー3日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.52,16.67,11.0,-0.25,-0.14,-0.42,-0.3,0.58,0.14,1.83,6.0
GBPJPY,超短期ボリンジャー2日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.54,0.0,2.0,-0.77,-0.77,0.0,0.0,-0.77,-0.77,1.0,2.0
GBPJPY,超短期ボリンジャー3日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-1.6,16.67,14.0,-0.27,-0.12,-0.42,-0.3,0.5,0.07,2.33,6.0
GBPJPY,超短期ボリンジャー2日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-1.75,25.0,12.0,-0.44,-0.15,-0.36,-0.36,-0.46,-0.13,3.0,4.0
SGDJPY,超短期ボリンジャー11日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.71,100.0,9.0,0.35,0.08,0.17,0.03,0.54,0.14,4.5,2.0
SGDJPY,超短期ボリンジャー12日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.71,100.0,9.0,0.35,0.08,0.17,0.03,0.54,0.14,4.5,2.0
SGDJPY,超短期ボリンジャー12日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.71,100.0,9.0,0.35,0.08,0.17,0.03,0.54,0.14,4.5,2.0
SGDJPY,超短期ボリンジャー13日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.71,100.0,9.0,0.35,0.08,0.17,0.03,0.54,0.14,4.5,2.0
SGDJPY,超短期ボリンジャー13日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.71,100.0,9.0,0.35,0.08,0.17,0.03,0.54,0.14,4.5,2.0
SGDJPY,超短期ボリンジャー14日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.71,100.0,9.0,0.35,0.08,0.17,0.03,0.54,0.14,4.5,2.0
SGDJPY,超短期ボリンジャー15日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,0.71,66.67,11.0,0.24,0.07,0.08,0.02,0.54,0.14,3.67,3.0
SGDJPY,超短期ボリンジャー14日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,0.66,50.0,15.0,0.17,0.05,0.08,0.02,0.25,0.06,3.75,4.0
SGDJPY,超短期ボリンジャー14日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,0.66,50.0,15.0,0.17,0.05,0.08,0.02,0.25,0.06,3.75,4.0
SGDJPY,超短期ボリンジャー15日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,0.66,50.0,15.0,0.17,0.05,0.08,0.02,0.25,0.06,3.75,4.0
SGDJPY,超短期ボリンジャー15日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,0.66,50.0,15.0,0.17,0.05,0.08,0.02,0.25,0.06,3.75,4.0
SGDJPY,超短期ボリンジャー15日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,0.66,50.0,15.0,0.17,0.05,0.08,0.02,0.25,0.06,3.75,4.0
SGDJPY,超短期ボリンジャー11日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.51,66.67,10.0,0.17,0.05,-0.01,0.0,0.54,0.14,3.33,3.0
SGDJPY,超短期ボリンジャー14日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,0.51,66.67,10.0,0.17,0.05,-0.01,0.0,0.54,0.14,3.33,3.0
SGDJPY,超短期ボリンジャー14日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.51,66.67,10.0,0.17,0.05,-0.01,0.0,0.54,0.14,3.33,3.0
SGDJPY,超短期ボリンジャー15日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.51,66.67,10.0,0.17,0.05,-0.01,0.0,0.54,0.14,3.33,3.0
SGDJPY,超短期ボリンジャー15日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.51,66.67,10.0,0.17,0.05,-0.01,0.0,0.54,0.14,3.33,3.0
SGDJPY,超短期ボリンジャー13日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,0.38,14.29,21.0,0.06,0.02,-0.35,-0.14,0.61,0.17,3.0,7.0
SGDJPY,超短期ボリンジャー13日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,0.38,14.29,21.0,0.06,0.02,-0.35,-0.14,0.61,0.17,3.0,7.0
SGDJPY,超短期ボリンジャー10日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.24,66.67,11.0,0.08,0.02,-0.15,-0.04,0.54,0.14,3.67,3.0
SGDJPY,超短期ボリンジャー10日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.24,66.67,11.0,0.08,0.02,-0.15,-0.04,0.54,0.14,3.67,3.0
SGDJPY,超短期ボリンジャー15日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,0.22,14.29,20.0,0.04,0.01,-0.39,-0.17,0.61,0.17,2.86,7.0
SGDJPY,超短期ボリンジャー13日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,0.2,40.0,17.0,0.04,0.01,-0.1,-0.03,0.25,0.06,3.4,5.0
SGDJPY,超短期ボリンジャー14日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,0.18,25.0,11.0,0.05,0.02,-0.15,-0.1,0.25,0.06,2.75,4.0
SGDJPY,超短期ボリンジャー15日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,0.18,25.0,11.0,0.05,0.02,-0.15,-0.1,0.25,0.06,2.75,4.0
SGDJPY,超短期ボリンジャー6日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,0.18,28.57,19.0,0.03,0.01,-0.27,-0.14,0.42,0.11,2.71,7.0
SGDJPY,超短期ボリンジャー14日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,0.15,40.0,20.0,0.03,0.01,0.08,0.02,0.0,0.0,4.0,5.0
SGDJPY,超短期ボリンジャー5日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,0.15,22.22,28.0,0.02,0.01,-0.19,-0.07,0.28,0.07,3.11,9.0
SGDJPY,超短期ボリンジャー5日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,0.15,22.22,28.0,0.02,0.01,-0.19,-0.07,0.28,0.07,3.11,9.0
SGDJPY,超短期ボリンジャー11日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,0.05,50.0,12.0,0.01,0.0,-0.16,-0.06,0.54,0.14,3.0,4.0
SGDJPY,超短期ボリンジャー13日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,0.05,50.0,12.0,0.01,0.0,-0.16,-0.06,0.54,0.14,3.0,4.0
SGDJPY,超短期ボリンジャー9日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.05,50.0,12.0,0.01,0.0,-0.16,-0.06,0.54,0.14,3.0,4.0
SGDJPY,超短期ボリンジャー8日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.08,50.0,12.0,-0.02,-0.01,-0.01,0.0,-0.02,-0.01,3.0,4.0
SGDJPY,超短期ボリンジャー12日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.18,40.0,19.0,-0.04,-0.01,-0.1,-0.03,0.06,0.01,3.8,5.0
SGDJPY,超短期ボリンジャー12日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.22,33.33,23.0,-0.04,-0.01,-0.1,-0.03,0.02,0.0,3.83,6.0
SGDJPY,超短期ボリンジャー14日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.24,12.5,22.0,-0.03,-0.01,-0.41,-0.19,0.61,0.17,2.75,8.0
SGDJPY,超短期ボリンジャー14日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-0.24,12.5,22.0,-0.03,-0.01,-0.41,-0.19,0.61,0.17,2.75,8.0
SGDJPY,超短期ボリンジャー3日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.26,25.0,18.0,-0.06,-0.01,0.05,0.01,-0.17,-0.04,4.5,4.0
SGDJPY,超短期ボリンジャー13日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.31,33.33,22.0,-0.05,-0.01,-0.1,-0.03,0.0,0.0,3.67,6.0
SGDJPY,超短期ボリンジャー13日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.31,33.33,22.0,-0.05,-0.01,-0.1,-0.03,0.0,0.0,3.67,6.0
SGDJPY,超短期ボリンジャー2日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.32,0.0,2.0,-0.32,-0.16,-0.32,-0.16,0.0,0.0,2.0,1.0
SGDJPY,超短期ボリンジャー7日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.4,42.86,24.0,-0.06,-0.02,-0.1,-0.03,-0.03,-0.01,3.43,7.0
SGDJPY,超短期ボリンジャー12日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.44,33.33,22.0,-0.07,-0.02,-0.23,-0.07,0.25,0.06,3.67,6.0
SGDJPY,超短期ボリンジャー12日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.46,40.0,17.0,-0.09,-0.03,-0.16,-0.06,0.02,0.0,3.4,5.0
SGDJPY,超短期ボリンジャー12日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.46,40.0,17.0,-0.09,-0.03,-0.16,-0.06,0.02,0.0,3.4,5.0
SGDJPY,超短期ボリンジャー13日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.46,40.0,17.0,-0.09,-0.03,-0.16,-0.06,0.02,0.0,3.4,5.0
SGDJPY,超短期ボリンジャー14日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.46,20.0,16.0,-0.09,-0.03,-0.32,-0.12,0.25,0.06,3.2,5.0
SGDJPY,超短期ボリンジャー8日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.54,40.0,14.0,-0.11,-0.04,-0.16,-0.06,-0.02,-0.01,2.8,5.0
SGDJPY,超短期ボリンジャー9日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.54,40.0,14.0,-0.11,-0.04,-0.16,-0.06,-0.02,-0.01,2.8,5.0
SGDJPY,超短期ボリンジャー6日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.56,40.0,17.0,-0.11,-0.03,-0.15,-0.04,-0.09,-0.03,3.4,5.0
SGDJPY,超短期ボリンジャー7日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.56,40.0,17.0,-0.11,-0.03,-0.15,-0.04,-0.09,-0.03,3.4,5.0
SGDJPY,超短期ボリンジャー6日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.57,28.57,22.0,-0.08,-0.03,-0.08,-0.03,-0.08,-0.02,3.14,7.0
SGDJPY,超短期ボリンジャー7日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.57,33.33,19.0,-0.09,-0.03,-0.1,-0.03,-0.09,-0.03,3.17,6.0
SGDJPY,超短期ボリンジャー9日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.58,42.86,20.0,-0.08,-0.03,-0.08,-0.03,-0.08,-0.03,2.86,7.0
SGDJPY,超短期ボリンジャー7日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.61,28.57,23.0,-0.09,-0.03,-0.1,-0.03,-0.08,-0.02,3.29,7.0
SGDJPY,超短期ボリンジャー5日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-0.62,22.22,34.0,-0.07,-0.02,-0.05,-0.01,-0.09,-0.02,3.78,9.0
SGDJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.67,16.67,18.0,-0.11,-0.04,-0.32,-0.12,0.09,0.03,3.0,6.0
SGDJPY,超短期ボリンジャー15日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.67,16.67,18.0,-0.11,-0.04,-0.32,-0.12,0.09,0.03,3.0,6.0
SGDJPY,超短期ボリンジャー7日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.76,33.33,18.0,-0.13,-0.04,-0.16,-0.06,-0.09,-0.03,3.0,6.0
SGDJPY,超短期ボリンジャー9日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.79,28.57,19.0,-0.11,-0.04,-0.08,-0.03,-0.13,-0.05,2.71,7.0
SGDJPY,超短期ボリンジャー8日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.81,33.33,17.0,-0.13,-0.05,-0.19,-0.07,-0.02,-0.01,2.83,6.0
SGDJPY,超短期ボリンジャー8日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.81,33.33,17.0,-0.13,-0.05,-0.19,-0.07,-0.02,-0.01,2.83,6.0
SGDJPY,超短期ボリンジャー12日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.86,28.57,28.0,-0.12,-0.03,-0.23,-0.07,0.02,0.0,4.0,7.0
SGDJPY,超短期ボリンジャー7日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.86,28.57,22.0,-0.12,-0.04,-0.25,-0.11,-0.03,-0.01,3.14,7.0
SGDJPY,超短期ボリンジャー5日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.87,28.57,20.0,-0.12,-0.04,-0.27,-0.14,0.06,0.02,2.86,7.0
SGDJPY,超短期ボリンジャー13日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.92,16.67,18.0,-0.15,-0.05,-0.35,-0.14,0.25,0.06,3.0,6.0
SGDJPY,超短期ボリンジャー4日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.97,28.57,23.0,-0.14,-0.04,-0.18,-0.06,-0.09,-0.03,3.29,7.0
SGDJPY,超短期ボリンジャー4日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.97,28.57,23.0,-0.14,-0.04,-0.18,-0.06,-0.09,-0.03,3.29,7.0
SGDJPY,超短期ボリンジャー9日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-1.0,33.33,16.0,-0.17,-0.06,-0.24,-0.1,-0.02,-0.01,2.67,6.0
SGDJPY,超短期ボリンジャー7日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-1.02,28.57,21.0,-0.15,-0.05,-0.19,-0.07,-0.09,-0.03,3.0,7.0
SGDJPY,超短期ボリンジャー9日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-1.04,28.57,20.0,-0.15,-0.05,-0.24,-0.1,-0.03,-0.01,2.86,7.0
SGDJPY,超短期ボリンジャー9日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-1.04,28.57,20.0,-0.15,-0.05,-0.24,-0.1,-0.03,-0.01,2.86,7.0
SGDJPY,超短期ボリンジャー4日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.05,16.67,16.0,-0.18,-0.07,-0.34,-0.17,0.16,0.04,2.67,6.0
SGDJPY,超短期ボリンジャー4日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-1.07,25.0,27.0,-0.13,-0.04,-0.16,-0.05,-0.09,-0.03,3.38,8.0
SGDJPY,超短期ボリンジャー8日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-1.07,25.0,25.0,-0.13,-0.04,-0.19,-0.07,-0.08,-0.02,3.12,8.0
SGDJPY,超短期ボリンジャー8日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-1.07,25.0,25.0,-0.13,-0.04,-0.19,-0.07,-0.08,-0.02,3.12,8.0
SGDJPY,超短期ボリンジャー11日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.08,14.29,19.0,-0.16,-0.06,-0.34,-0.15,0.09,0.03,2.71,7.0
SGDJPY,超短期ボリンジャー12日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.08,14.29,19.0,-0.16,-0.06,-0.34,-0.15,0.09,0.03,2.71,7.0
SGDJPY,超短期ボリンジャー12日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.08,14.29,19.0,-0.16,-0.06,-0.34,-0.15,0.09,0.03,2.71,7.0
SGDJPY,超短期ボリンジャー12日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.08,14.29,19.0,-0.16,-0.06,-0.34,-0.15,0.09,0.03,2.71,7.0
SGDJPY,超短期ボリンジャー6日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.08,22.22,30.0,-0.12,-0.04,-0.21,-0.08,-0.05,-0.01,3.33,9.0
SGDJPY,超短期ボリンジャー6日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.12,25.0,22.0,-0.14,-0.05,-0.25,-0.14,-0.03,-0.01,2.75,8.0
SGDJPY,超短期ボリンジャー13日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.13,14.29,20.0,-0.16,-0.06,-0.35,-0.14,0.09,0.03,2.86,7.0
SGDJPY,超短期ボリンジャー6日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-1.14,28.57,19.0,-0.16,-0.06,-0.22,-0.1,-0.09,-0.03,2.71,7.0
SGDJPY,超短期ボリンジャー6日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-1.14,28.57,19.0,-0.16,-0.06,-0.22,-0.1,-0.09,-0.03,2.71,7.0
SGDJPY,超短期ボリンジャー6日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-1.18,33.33,18.0,-0.2,-0.07,-0.3,-0.11,-0.09,-0.03,3.0,6.0
SGDJPY,超短期ボリンジャー4日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-1.19,22.22,31.0,-0.13,-0.04,-0.16,-0.05,-0.1,-0.03,3.44,9.0
SGDJPY,超短期ボリンジャー5日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.19,22.22,27.0,-0.13,-0.04,-0.21,-0.08,-0.07,-0.02,3.0,9.0
SGDJPY,超短期ボリンジャー9日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.2,25.0,27.0,-0.15,-0.04,-0.22,-0.07,-0.08,-0.02,3.38,8.0
SGDJPY,超短期ボリンジャー7日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-1.22,28.57,20.0,-0.17,-0.06,-0.24,-0.1,-0.09,-0.03,2.86,7.0
SGDJPY,超短期ボリンジャー9日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-1.22,25.0,26.0,-0.15,-0.05,-0.18,-0.07,-0.13,-0.03,3.25,8.0
SGDJPY,超短期ボリンジャー8日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-1.23,33.33,31.0,-0.14,-0.04,-0.18,-0.07,-0.1,-0.02,3.44,9.0
SGDJPY,超短期ボリンジャー5日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.24,20.0,35.0,-0.12,-0.03,-0.16,-0.05,-0.09,-0.02,3.5,10.0
SGDJPY,超短期ボリンジャー5日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-1.26,25.0,23.0,-0.16,-0.06,-0.22,-0.1,-0.1,-0.03,2.88,8.0
SGDJPY,超短期ボリンジャー3日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.27,14.29,21.0,-0.18,-0.06,-0.16,-0.06,-0.2,-0.06,3.0,7.0
SGDJPY,超短期ボリンジャー15日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.28,14.29,19.0,-0.18,-0.07,-0.39,-0.17,0.09,0.03,2.71,7.0
SGDJPY,超短期ボリンジャー6日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.32,20.0,31.0,-0.13,-0.04,-0.21,-0.08,-0.08,-0.02,3.1,10.0
SGDJPY,超短期ボリンジャー5日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-1.36,22.22,27.0,-0.15,-0.05,-0.19,-0.07,-0.1,-0.03,3.0,9.0
SGDJPY,超短期ボリンジャー6日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-1.37,28.57,19.0,-0.2,-0.07,-0.28,-0.12,-0.09,-0.03,2.71,7.0
SGDJPY,超短期ボリンジャー6日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-1.37,28.57,19.0,-0.2,-0.07,-0.28,-0.12,-0.09,-0.03,2.71,7.0
SGDJPY,超短期ボリンジャー4日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.44,14.29,19.0,-0.21,-0.08,-0.29,-0.13,-0.09,-0.03,2.71,7.0
