symbol,strategy,start_date,end_date,平均騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
AUDJPY,超短期ボリンジャー15日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-6.34,35.58,346.0,-0.06,-0.02,-0.12,-0.04,0.01,0.0,3.33,104.0
AUDJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-6.91,36.42,532.0,-0.04,-0.01,-0.09,-0.03,0.02,0.01,3.28,162.0
AUDJPY,超短期ボリンジャー2日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-7.13,35.06,245.0,-0.09,-0.03,-0.13,-0.04,-0.06,-0.02,3.18,77.0
AUDJPY,超短期ボリンジャー8日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-7.33,33.33,276.0,-0.08,-0.03,-0.18,-0.06,0.03,0.01,3.17,87.0
AUDJPY,超短期ボリンジャー2日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-7.74,32.89,229.0,-0.1,-0.03,-0.15,-0.05,-0.07,-0.02,3.01,76.0
AUDJPY,超短期ボリンジャー14日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-8.75,36.88,518.0,-0.05,-0.02,-0.11,-0.04,0.01,0.0,3.24,160.0
AUDJPY,超短期ボリンジャー15日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-9.31,34.81,596.0,-0.05,-0.02,-0.1,-0.03,0.01,0.0,3.29,181.0
AUDJPY,超短期ボリンジャー2日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-10.59,28.0,218.0,-0.14,-0.05,-0.18,-0.06,-0.12,-0.04,2.91,75.0
EURJPY,超短期ボリンジャー7日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,7.99,40.61,534.0,0.05,0.02,0.01,0.0,0.09,0.03,3.24,165.0
EURJPY,超短期ボリンジャー7日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,5.2,37.78,566.0,0.03,0.01,0.0,0.0,0.06,0.02,3.14,180.0
EURJPY,超短期ボリンジャー6日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,5.14,38.04,574.0,0.03,0.01,-0.03,-0.01,0.1,0.03,3.12,184.0
EURJPY,超短期ボリンジャー6日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,4.63,38.17,578.0,0.03,0.01,-0.02,-0.01,0.08,0.02,3.11,186.0
EURJPY,超短期ボリンジャー7日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,4.24,36.81,567.0,0.03,0.01,0.01,0.0,0.04,0.01,3.12,182.0
EURJPY,超短期ボリンジャー7日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,3.98,38.64,552.0,0.02,0.01,-0.01,0.0,0.06,0.02,3.14,176.0
EURJPY,超短期ボリンジャー6日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,3.78,38.33,564.0,0.02,0.01,-0.01,0.0,0.06,0.02,3.13,180.0
EURJPY,超短期ボリンジャー15日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,3.14,40.82,318.0,0.03,0.01,0.01,0.0,0.05,0.01,3.24,98.0
EURJPY,超短期ボリンジャー6日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,2.8,38.73,548.0,0.02,0.01,-0.02,-0.01,0.06,0.02,3.17,173.0
EURJPY,超短期ボリンジャー7日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,2.12,38.51,514.0,0.02,0.01,0.0,0.0,0.03,0.01,3.19,161.0
EURJPY,超短期ボリンジャー2日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,1.54,43.53,264.0,0.02,0.01,-0.04,-0.01,0.1,0.03,3.11,85.0
EURJPY,超短期ボリンジャー15日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,0.68,39.02,378.0,0.01,0.0,-0.04,-0.01,0.06,0.02,3.07,123.0
EURJPY,超短期ボリンジャー13日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,0.6,42.06,332.0,0.01,0.0,-0.04,-0.01,0.06,0.02,3.1,107.0
EURJPY,超短期ボリンジャー5日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,0.57,45.71,345.0,0.01,0.0,0.04,0.01,-0.02,-0.01,3.29,105.0
EURJPY,超短期ボリンジャー15日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,0.54,42.25,232.0,0.01,0.0,0.04,0.01,-0.01,0.0,3.27,71.0
EURJPY,超短期ボリンジャー15日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,0.51,42.7,284.0,0.01,0.0,-0.04,-0.01,0.06,0.02,3.19,89.0
EURJPY,超短期ボリンジャー15日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,0.28,38.39,344.0,0.0,0.0,-0.02,-0.01,0.03,0.01,3.07,112.0
EURJPY,超短期ボリンジャー2日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,0.27,41.67,260.0,0.01,0.0,-0.07,-0.02,0.11,0.03,3.1,84.0
EURJPY,超短期ボリンジャー3日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,0.18,47.17,338.0,0.0,0.0,-0.01,0.0,0.02,0.01,3.19,106.0
EURJPY,超短期ボリンジャー7日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-0.33,37.18,476.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,156.0
EURJPY,超短期ボリンジャー2日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-0.42,43.01,277.0,0.0,0.0,-0.03,-0.01,0.03,0.01,2.98,93.0
EURJPY,超短期ボリンジャー15日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-0.46,40.24,264.0,0.0,0.0,-0.01,0.0,0.01,0.0,3.22,82.0
EURJPY,超短期ボリンジャー14日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-0.61,40.19,330.0,0.0,0.0,-0.03,-0.01,0.03,0.01,3.08,107.0
EURJPY,超短期ボリンジャー15日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-0.88,40.74,419.0,0.0,0.0,-0.02,-0.01,0.01,0.0,3.1,135.0
EURJPY,超短期ボリンジャー3日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-1.23,44.62,402.0,-0.01,0.0,-0.01,0.0,0.0,0.0,3.09,130.0
EURJPY,超短期ボリンジャー3日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-1.39,45.63,323.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,3.14,103.0
EURJPY,超短期ボリンジャー2日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-1.45,42.55,272.0,-0.01,0.0,0.0,0.0,-0.03,-0.01,2.89,94.0
EURJPY,超短期ボリンジャー2日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-1.52,35.71,90.0,-0.03,-0.01,-0.14,-0.05,0.06,0.03,2.14,42.0
EURJPY,超短期ボリンジャー14日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-1.6,40.82,300.0,-0.01,0.0,-0.08,-0.03,0.05,0.02,3.06,98.0
EURJPY,超短期ボリンジャー14日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-1.79,39.32,358.0,-0.01,0.0,-0.04,-0.01,0.01,0.0,3.06,117.0
EURJPY,超短期ボリンジャー8日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-1.99,40.67,475.0,-0.01,0.0,-0.07,-0.02,0.06,0.02,3.17,150.0
EURJPY,超短期ボリンジャー6日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-2.05,38.57,426.0,-0.01,0.0,0.0,0.0,-0.02,-0.01,3.04,140.0
EURJPY,超短期ボリンジャー8日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-2.25,39.23,574.0,-0.01,0.0,-0.06,-0.02,0.04,0.01,3.17,181.0
EURJPY,超短期ボリンジャー2日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-2.27,40.22,265.0,-0.02,-0.01,-0.06,-0.02,0.01,0.0,2.88,92.0
EURJPY,超短期ボリンジャー7日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-2.58,37.96,401.0,-0.02,-0.01,-0.01,0.0,-0.02,-0.01,2.93,137.0
EURJPY,超短期ボリンジャー3日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-2.82,45.08,368.0,-0.02,-0.01,-0.02,-0.01,-0.02,-0.01,3.02,122.0
EURJPY,超短期ボリンジャー13日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-2.99,40.82,300.0,-0.03,-0.01,-0.08,-0.03,0.02,0.01,3.06,98.0
EURJPY,超短期ボリンジャー2日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-3.18,43.43,303.0,-0.03,-0.01,-0.05,-0.02,-0.01,0.0,3.06,99.0
EURJPY,超短期ボリンジャー2日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-3.44,37.08,261.0,-0.04,-0.01,-0.11,-0.04,0.04,0.01,2.93,89.0
EURJPY,超短期ボリンジャー9日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-3.51,41.73,427.0,-0.02,-0.01,-0.09,-0.03,0.05,0.02,3.07,139.0
EURJPY,超短期ボリンジャー14日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-3.82,38.37,262.0,-0.04,-0.01,-0.09,-0.03,0.0,0.0,3.05,86.0
EURJPY,超短期ボリンジャー2日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-3.91,35.23,242.0,-0.04,-0.01,-0.11,-0.04,0.03,0.01,2.75,88.0
EURJPY,超短期ボリンジャー10日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-4.24,40.88,425.0,-0.03,-0.01,-0.08,-0.03,0.03,0.01,3.1,137.0
EURJPY,超短期ボリンジャー8日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-4.32,38.6,536.0,-0.02,-0.01,-0.07,-0.02,0.03,0.01,3.13,171.0
EURJPY,超短期ボリンジャー6日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-4.38,37.75,451.0,-0.03,-0.01,-0.03,-0.01,-0.03,-0.01,2.99,151.0
EURJPY,超短期ボリンジャー6日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-4.43,37.27,481.0,-0.03,-0.01,-0.06,-0.02,0.0,0.0,2.99,161.0
EURJPY,超短期ボリンジャー2日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-4.55,43.01,274.0,-0.05,-0.02,-0.02,-0.01,-0.07,-0.02,2.95,93.0
EURJPY,超短期ボリンジャー5日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-4.58,38.51,482.0,-0.03,-0.01,-0.03,-0.01,-0.03,-0.01,2.99,161.0
EURJPY,超短期ボリンジャー9日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-4.59,40.79,475.0,-0.03,-0.01,-0.11,-0.04,0.06,0.02,3.12,152.0
EURJPY,超短期ボリンジャー6日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-4.72,37.06,515.0,-0.03,-0.01,-0.07,-0.02,0.02,0.01,3.03,170.0
EURJPY,超短期ボリンジャー9日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-4.74,38.65,505.0,-0.03,-0.01,-0.09,-0.03,0.05,0.01,3.1,163.0
EURJPY,超短期ボリンジャー14日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-4.8,36.84,229.0,-0.06,-0.02,-0.09,-0.03,-0.04,-0.01,3.01,76.0
EURJPY,超短期ボリンジャー3日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-5.19,43.51,469.0,-0.03,-0.01,-0.06,-0.02,0.0,0.0,3.05,154.0
EURJPY,超短期ボリンジャー5日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-5.19,36.46,547.0,-0.03,-0.01,-0.06,-0.02,0.01,0.0,3.02,181.0
EURJPY,超短期ボリンジャー8日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-5.33,37.43,553.0,-0.03,-0.01,-0.07,-0.02,0.01,0.0,3.09,179.0
EURJPY,超短期ボリンジャー2日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-5.62,30.77,166.0,-0.09,-0.04,-0.13,-0.05,-0.05,-0.02,2.55,65.0
EURJPY,超短期ボリンジャー5日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-5.99,37.06,506.0,-0.03,-0.01,-0.06,-0.02,-0.01,0.0,2.98,170.0
EURJPY,超短期ボリンジャー5日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-6.0,36.56,564.0,-0.03,-0.01,-0.09,-0.03,0.03,0.01,3.03,186.0
EURJPY,超短期ボリンジャー13日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-6.24,38.04,272.0,-0.07,-0.02,-0.1,-0.04,-0.03,-0.01,2.96,92.0
EURJPY,超短期ボリンジャー5日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-6.32,36.11,531.0,-0.03,-0.01,-0.07,-0.02,0.01,0.0,2.95,180.0
EURJPY,超短期ボリンジャー6日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-6.33,40.62,398.0,-0.05,-0.02,-0.06,-0.02,-0.04,-0.01,3.11,128.0
EURJPY,超短期ボリンジャー7日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-6.54,34.11,369.0,-0.05,-0.02,-0.03,-0.01,-0.07,-0.02,2.86,129.0
EURJPY,超短期ボリンジャー12日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-6.64,38.01,535.0,-0.04,-0.01,-0.09,-0.03,0.02,0.01,3.13,171.0
EURJPY,超短期ボリンジャー3日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-6.64,43.06,441.0,-0.05,-0.02,-0.04,-0.01,-0.05,-0.02,3.06,144.0
EURJPY,超短期ボリンジャー13日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-6.71,40.83,369.0,-0.05,-0.02,-0.12,-0.04,0.01,0.0,3.08,120.0
EURJPY,超短期ボリンジャー5日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-6.71,36.0,517.0,-0.04,-0.01,-0.07,-0.02,0.0,0.0,2.95,175.0
EURJPY,超短期ボリンジャー12日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-6.92,40.13,494.0,-0.04,-0.01,-0.1,-0.03,0.01,0.0,3.15,157.0
EURJPY,超短期ボリンジャー6日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-7.06,38.26,363.0,-0.06,-0.02,-0.06,-0.02,-0.06,-0.02,3.16,115.0
EURJPY,超短期ボリンジャー10日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-7.16,39.39,400.0,-0.05,-0.02,-0.08,-0.03,-0.02,-0.01,3.03,132.0
EURJPY,超短期ボリンジャー12日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-7.24,38.03,440.0,-0.05,-0.02,-0.12,-0.04,0.02,0.01,3.1,142.0
EURJPY,超短期ボリンジャー14日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-7.26,40.85,446.0,-0.05,-0.02,-0.1,-0.03,0.0,0.0,3.14,142.0
EURJPY,超短期ボリンジャー12日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-7.27,38.41,515.0,-0.04,-0.01,-0.09,-0.03,0.0,0.0,3.14,164.0
EURJPY,超短期ボリンジャー10日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-7.33,39.18,545.0,-0.04,-0.01,-0.09,-0.03,0.01,0.0,3.19,171.0
EURJPY,超短期ボリンジャー8日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-7.36,38.27,502.0,-0.04,-0.01,-0.13,-0.04,0.05,0.02,3.1,162.0
EURJPY,超短期ボリンジャー12日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-7.4,41.28,339.0,-0.07,-0.02,-0.14,-0.05,0.01,0.0,3.11,109.0
EURJPY,超短期ボリンジャー11日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-7.41,39.2,386.0,-0.06,-0.02,-0.14,-0.05,0.02,0.01,3.09,125.0
EURJPY,超短期ボリンジャー15日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-7.46,40.43,438.0,-0.05,-0.02,-0.1,-0.03,0.0,0.0,3.11,141.0
EURJPY,超短期ボリンジャー4日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-7.55,38.71,366.0,-0.06,-0.02,0.0,0.0,-0.12,-0.04,2.95,124.0
EURJPY,超短期ボリンジャー13日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-7.59,33.33,218.0,-0.1,-0.04,-0.13,-0.05,-0.07,-0.02,2.79,78.0
EURJPY,超短期ボリンジャー5日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-7.66,36.56,565.0,-0.04,-0.01,-0.09,-0.03,0.01,0.0,3.04,186.0
EURJPY,超短期ボリンジャー12日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-7.68,38.89,264.0,-0.09,-0.03,-0.08,-0.03,-0.09,-0.03,2.93,90.0
EURJPY,超短期ボリンジャー11日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-7.72,38.12,499.0,-0.05,-0.02,-0.11,-0.04,0.01,0.0,3.12,160.0
EURJPY,超短期ボリンジャー8日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-7.75,38.81,402.0,-0.06,-0.02,-0.12,-0.04,0.01,0.0,3.0,134.0
EURJPY,超短期ボリンジャー10日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-7.78,38.07,564.0,-0.04,-0.01,-0.1,-0.03,0.02,0.01,3.2,176.0
EURJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-7.97,36.99,552.0,-0.04,-0.01,-0.09,-0.03,0.0,0.0,3.19,173.0
EURJPY,超短期ボリンジャー13日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-8.09,38.17,395.0,-0.06,-0.02,-0.12,-0.04,0.0,0.0,3.02,131.0
EURJPY,超短期ボリンジャー12日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-8.12,38.52,374.0,-0.07,-0.02,-0.14,-0.05,0.02,0.01,3.07,122.0
EURJPY,超短期ボリンジャー4日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-8.14,38.39,316.0,-0.07,-0.02,-0.02,-0.01,-0.12,-0.04,2.82,112.0
EURJPY,超短期ボリンジャー8日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-8.29,38.89,444.0,-0.06,-0.02,-0.11,-0.04,0.0,0.0,3.08,144.0
EURJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-8.3,40.14,456.0,-0.06,-0.02,-0.09,-0.03,-0.02,-0.01,3.1,147.0
EURJPY,超短期ボリンジャー14日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-8.31,40.0,471.0,-0.05,-0.02,-0.11,-0.04,0.0,0.0,3.14,150.0
EURJPY,超短期ボリンジャー11日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-8.33,38.62,436.0,-0.06,-0.02,-0.1,-0.04,-0.01,0.0,3.01,145.0
EURJPY,超短期ボリンジャー11日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-8.37,38.57,419.0,-0.06,-0.02,-0.11,-0.04,-0.01,0.0,2.99,140.0
EURJPY,超短期ボリンジャー7日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-8.44,34.64,441.0,-0.06,-0.02,-0.03,-0.01,-0.08,-0.03,2.88,153.0
EURJPY,超短期ボリンジャー12日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-8.47,37.25,469.0,-0.05,-0.02,-0.13,-0.05,0.03,0.01,3.07,153.0
EURJPY,超短期ボリンジャー9日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-8.64,37.5,562.0,-0.05,-0.02,-0.1,-0.03,0.01,0.0,3.19,176.0
EURJPY,超短期ボリンジャー12日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-8.68,38.52,410.0,-0.06,-0.02,-0.11,-0.04,-0.02,-0.01,3.04,135.0
EURJPY,超短期ボリンジャー13日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-8.7,38.75,494.0,-0.05,-0.02,-0.08,-0.03,-0.03,-0.01,3.09,160.0
EURJPY,超短期ボリンジャー13日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-8.72,40.4,472.0,-0.06,-0.02,-0.09,-0.03,-0.02,-0.01,3.13,151.0
EURJPY,超短期ボリンジャー5日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-8.76,40.13,463.0,-0.06,-0.02,-0.1,-0.03,-0.01,0.0,3.05,152.0
EURJPY,超短期ボリンジャー11日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-8.79,37.42,474.0,-0.06,-0.02,-0.1,-0.04,-0.01,0.0,3.06,155.0
EURJPY,超短期ボリンジャー10日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-8.84,38.36,492.0,-0.05,-0.02,-0.15,-0.05,0.04,0.01,3.09,159.0
EURJPY,超短期ボリンジャー15日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-9.03,39.24,481.0,-0.06,-0.02,-0.09,-0.03,-0.02,-0.01,3.04,158.0
EURJPY,超短期ボリンジャー13日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-9.05,40.27,462.0,-0.06,-0.02,-0.1,-0.03,-0.02,-0.01,3.1,149.0
EURJPY,超短期ボリンジャー10日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-9.06,37.58,509.0,-0.05,-0.02,-0.11,-0.04,0.01,0.0,3.08,165.0
EURJPY,超短期ボリンジャー9日_1.20倍_決済差額0.00,2004-08-19,2019-08-18,-9.07,36.84,524.0,-0.05,-0.02,-0.12,-0.04,0.02,0.01,3.06,171.0
EURJPY,超短期ボリンジャー9日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-9.22,36.67,571.0,-0.05,-0.02,-0.09,-0.03,-0.01,0.0,3.17,180.0
EURJPY,超短期ボリンジャー14日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-9.23,37.96,424.0,-0.07,-0.02,-0.13,-0.05,0.0,0.0,3.09,137.0
EURJPY,超短期ボリンジャー14日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-9.31,38.75,490.0,-0.06,-0.02,-0.09,-0.03,-0.03,-0.01,3.06,160.0
EURJPY,超短期ボリンジャー7日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-9.33,35.42,279.0,-0.1,-0.03,-0.17,-0.06,-0.03,-0.01,2.91,96.0
EURJPY,超短期ボリンジャー4日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-9.52,39.26,393.0,-0.07,-0.02,-0.04,-0.01,-0.11,-0.04,2.91,135.0
EURJPY,超短期ボリンジャー14日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-9.7,37.5,390.0,-0.08,-0.03,-0.16,-0.06,0.01,0.0,3.05,128.0
EURJPY,超短期ボリンジャー13日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-9.78,38.3,430.0,-0.07,-0.02,-0.13,-0.05,-0.01,0.0,3.05,141.0
EURJPY,超短期ボリンジャー10日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-9.87,38.26,452.0,-0.07,-0.02,-0.13,-0.04,0.01,0.0,3.03,149.0
EURJPY,超短期ボリンジャー9日_1.60倍_決済差額0.00,2004-08-19,2019-08-18,-9.93,38.52,402.0,-0.07,-0.02,-0.1,-0.03,-0.04,-0.01,2.98,135.0
EURJPY,超短期ボリンジャー5日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-9.99,41.86,402.0,-0.08,-0.03,-0.08,-0.03,-0.07,-0.02,3.12,129.0
EURJPY,超短期ボリンジャー3日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-10.19,39.74,458.0,-0.07,-0.02,-0.1,-0.03,-0.04,-0.01,2.94,156.0
EURJPY,超短期ボリンジャー7日_1.90倍_決済差額0.00,2004-08-19,2019-08-18,-10.2,35.96,332.0,-0.09,-0.03,-0.11,-0.04,-0.07,-0.02,2.91,114.0
EURJPY,超短期ボリンジャー6日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-10.31,37.14,321.0,-0.1,-0.03,-0.14,-0.05,-0.07,-0.02,3.06,105.0
EURJPY,超短期ボリンジャー4日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-10.38,39.31,522.0,-0.06,-0.02,-0.12,-0.04,0.0,0.0,3.02,173.0
EURJPY,超短期ボリンジャー11日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-10.44,36.69,537.0,-0.06,-0.02,-0.11,-0.04,-0.01,0.0,3.18,169.0
EURJPY,超短期ボリンジャー5日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-10.74,38.89,437.0,-0.07,-0.02,-0.11,-0.04,-0.03,-0.01,3.03,144.0
EURJPY,超短期ボリンジャー12日_2.00倍_決済差額0.00,2004-08-19,2019-08-18,-11.0,32.5,225.0,-0.14,-0.05,-0.14,-0.06,-0.14,-0.04,2.81,80.0
EURJPY,超短期ボリンジャー10日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-11.29,37.1,365.0,-0.09,-0.03,-0.1,-0.03,-0.08,-0.03,2.94,124.0
EURJPY,超短期ボリンジャー4日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-11.39,41.14,519.0,-0.07,-0.02,-0.13,-0.05,0.01,0.0,2.97,175.0
EURJPY,超短期ボリンジャー14日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-11.41,38.32,511.0,-0.07,-0.02,-0.1,-0.03,-0.03,-0.01,3.06,167.0
EURJPY,超短期ボリンジャー13日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-11.44,37.5,516.0,-0.07,-0.02,-0.13,-0.05,0.0,0.0,3.07,168.0
EURJPY,超短期ボリンジャー11日_1.70倍_決済差額0.00,2004-08-19,2019-08-18,-11.56,37.29,346.0,-0.1,-0.03,-0.16,-0.06,-0.03,-0.01,2.93,118.0
EURJPY,超短期ボリンジャー3日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-11.66,38.75,467.0,-0.07,-0.02,-0.1,-0.03,-0.05,-0.02,2.92,160.0
EURJPY,超短期ボリンジャー15日_1.00倍_決済差額0.00,2004-08-19,2019-08-18,-11.76,38.55,507.0,-0.07,-0.02,-0.11,-0.04,-0.03,-0.01,3.05,166.0
EURJPY,超短期ボリンジャー4日_1.10倍_決済差額0.00,2004-08-19,2019-08-18,-12.04,38.29,523.0,-0.07,-0.02,-0.13,-0.04,-0.01,0.0,2.99,175.0
EURJPY,超短期ボリンジャー3日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-12.09,38.51,510.0,-0.07,-0.02,-0.08,-0.03,-0.06,-0.02,2.93,174.0
EURJPY,超短期ボリンジャー4日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,-12.14,41.01,538.0,-0.07,-0.02,-0.11,-0.04,-0.03,-0.01,3.02,178.0
EURJPY,超短期ボリンジャー12日_1.80倍_決済差額0.00,2004-08-19,2019-08-18,-12.7,38.24,302.0,-0.13,-0.04,-0.19,-0.07,-0.07,-0.02,2.96,102.0
EURJPY,超短期ボリンジャー4日_1.50倍_決済差額0.00,2004-08-19,2019-08-18,-13.16,39.18,509.0,-0.08,-0.03,-0.12,-0.04,-0.03,-0.01,2.98,171.0
EURJPY,超短期ボリンジャー3日_1.40倍_決済差額0.00,2004-08-19,2019-08-18,-13.49,41.28,513.0,-0.08,-0.03,-0.09,-0.03,-0.07,-0.02,2.98,172.0
