symbol,strategy,start_date,end_date,騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
XBTUSD,超短期ボリンジャー10日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,52.74,38.73,393.0,0.58,0.21,2.34,0.74,-1.82,-0.81,2.77,142.0
XBTUSD,超短期ボリンジャー12日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,51.34,36.76,374.0,0.59,0.21,2.43,0.76,-1.89,-0.88,2.75,136.0
XBTUSD,超短期ボリンジャー4日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,49.28,38.52,359.0,0.53,0.2,1.29,0.45,-0.48,-0.2,2.66,135.0
XBTUSD,超短期ボリンジャー13日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,48.05,38.33,331.0,0.62,0.22,2.25,0.73,-1.9,-0.85,2.76,120.0
XBTUSD,超短期ボリンジャー11日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,47.15,38.41,386.0,0.57,0.2,2.53,0.77,-1.92,-0.87,2.8,138.0
XBTUSD,超短期ボリンジャー6日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,45.68,38.46,313.0,0.58,0.22,1.87,0.63,-0.88,-0.38,2.68,117.0
XBTUSD,超短期ボリンジャー9日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,41.11,37.96,305.0,0.59,0.21,2.33,0.73,-1.58,-0.67,2.82,108.0
XBTUSD,超短期ボリンジャー8日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,36.46,38.98,316.0,0.51,0.19,2.18,0.73,-1.62,-0.71,2.68,118.0
XBTUSD,超短期ボリンジャー7日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,34.66,39.84,329.0,0.52,0.19,2.48,0.82,-2.16,-0.98,2.67,123.0
XBTUSD,超短期ボリンジャー9日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,29.95,37.82,336.0,0.49,0.17,2.4,0.74,-1.89,-0.83,2.82,119.0
XBTUSD,超短期ボリンジャー10日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,27.53,39.52,346.0,0.48,0.17,2.42,0.76,-2.04,-0.9,2.79,124.0
XBTUSD,超短期ボリンジャー15日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,26.27,41.82,301.0,0.5,0.18,2.22,0.72,-2.18,-0.99,2.74,110.0
XBTUSD,超短期ボリンジャー12日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,21.67,38.39,305.0,0.44,0.16,2.24,0.72,-2.06,-0.93,2.72,112.0
XBTUSD,超短期ボリンジャー2日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,21.47,41.75,270.0,0.45,0.17,1.98,0.63,-0.73,-0.33,2.62,103.0
XBTUSD,超短期ボリンジャー3日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,15.95,40.44,346.0,0.37,0.15,1.68,0.58,-1.06,-0.5,2.54,136.0
XBTUSD,超短期ボリンジャー2日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,14.77,41.59,285.0,0.39,0.15,1.66,0.56,-0.86,-0.41,2.52,113.0
XBTUSD,超短期ボリンジャー13日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,13.0,41.0,271.0,0.39,0.14,1.78,0.6,-1.87,-0.82,2.71,100.0
XBTUSD,超短期ボリンジャー13日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,12.64,40.19,298.0,0.38,0.14,1.81,0.58,-1.91,-0.84,2.79,107.0
XBTUSD,超短期ボリンジャー12日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,12.59,37.1,337.0,0.38,0.14,2.37,0.75,-2.28,-1.08,2.72,124.0
XBTUSD,超短期ボリンジャー10日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,8.99,37.07,319.0,0.33,0.12,2.0,0.64,-1.79,-0.79,2.75,116.0
XBTUSD,超短期ボリンジャー11日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,8.11,37.61,322.0,0.37,0.13,2.7,0.83,-2.55,-1.19,2.75,117.0
XBTUSD,超短期ボリンジャー7日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,6.57,38.39,295.0,0.34,0.13,2.45,0.82,-2.17,-0.98,2.63,112.0
XBTUSD,超短期ボリンジャー10日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,4.45,36.45,295.0,0.28,0.1,1.89,0.6,-1.76,-0.78,2.76,107.0
XBTUSD,超短期ボリンジャー14日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,0.99,40.74,295.0,0.31,0.11,2.09,0.68,-2.4,-1.1,2.73,108.0
XBTUSD,超短期ボリンジャー9日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,0.16,38.78,271.0,0.29,0.1,1.45,0.47,-1.25,-0.54,2.77,98.0
XBTUSD,超短期ボリンジャー15日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-0.42,42.22,244.0,0.29,0.11,1.24,0.44,-1.43,-0.58,2.71,90.0
XBTUSD,超短期ボリンジャー12日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-4.69,38.1,281.0,0.22,0.08,1.81,0.6,-2.17,-1.0,2.68,105.0
XBTUSD,超短期ボリンジャー2日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-6.47,41.12,283.0,0.18,0.07,1.09,0.35,-0.57,-0.25,2.64,107.0
XBTUSD,超短期ボリンジャー14日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-7.0,40.26,205.0,0.21,0.08,1.21,0.42,-1.46,-0.63,2.66,77.0
XBTUSD,超短期ボリンジャー10日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-7.03,35.11,253.0,0.21,0.08,1.36,0.45,-1.34,-0.6,2.69,94.0
XBTUSD,超短期ボリンジャー3日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-7.08,38.58,316.0,0.2,0.08,1.38,0.51,-0.96,-0.43,2.49,127.0
XBTUSD,超短期ボリンジャー8日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-7.31,37.62,275.0,0.23,0.08,1.62,0.53,-1.71,-0.76,2.72,101.0
XBTUSD,超短期ボリンジャー11日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-8.83,34.44,236.0,0.17,0.06,1.46,0.49,-1.86,-0.92,2.62,90.0
XBTUSD,超短期ボリンジャー2日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-8.91,38.14,250.0,0.17,0.07,1.14,0.39,-0.6,-0.26,2.58,97.0
XBTUSD,超短期ボリンジャー11日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-9.5,35.29,270.0,0.17,0.06,1.8,0.59,-2.06,-1.0,2.65,102.0
XBTUSD,超短期ボリンジャー2日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,-10.14,39.32,294.0,0.13,0.05,0.95,0.33,-0.78,-0.36,2.51,117.0
XBTUSD,超短期ボリンジャー15日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-10.59,41.33,200.0,0.17,0.06,1.48,0.51,-2.17,-0.96,2.67,75.0
XBTUSD,超短期ボリンジャー11日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-13.18,35.78,302.0,0.15,0.05,2.04,0.64,-2.34,-1.07,2.77,109.0
XBTUSD,超短期ボリンジャー15日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-17.04,41.24,262.0,0.11,0.04,1.32,0.45,-1.85,-0.81,2.7,97.0
XBTUSD,超短期ボリンジャー2日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,-19.61,40.0,307.0,0.07,0.03,0.93,0.32,-0.95,-0.44,2.56,120.0
XBTUSD,超短期ボリンジャー2日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-21.69,38.71,238.0,0.02,0.01,1.21,0.42,-1.05,-0.47,2.56,93.0
XBTUSD,超短期ボリンジャー13日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-23.57,38.89,237.0,0.02,0.01,1.26,0.44,-2.03,-0.91,2.63,90.0
XBTUSD,超短期ボリンジャー2日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-23.57,40.0,24.0,-2.38,-0.99,-1.88,-0.67,-2.88,-1.44,2.4,10.0
XBTUSD,超短期ボリンジャー2日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,-24.78,35.35,245.0,-0.03,-0.01,0.95,0.34,-1.17,-0.55,2.47,99.0
XBTUSD,超短期ボリンジャー14日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-26.39,39.6,268.0,0.0,0.0,1.49,0.5,-2.28,-1.04,2.65,101.0
XBTUSD,超短期ボリンジャー2日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-26.41,36.25,206.0,-0.11,-0.04,0.56,0.2,-0.81,-0.35,2.58,80.0
XBTUSD,超短期ボリンジャー2日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,-33.71,38.33,301.0,-0.14,-0.06,0.48,0.17,-0.9,-0.43,2.51,120.0
XBTUSD,超短期ボリンジャー12日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-34.32,34.38,250.0,-0.18,-0.07,1.23,0.42,-2.23,-1.04,2.6,96.0
XBTUSD,超短期ボリンジャー14日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-36.93,37.78,230.0,-0.2,-0.08,1.35,0.47,-2.63,-1.26,2.56,90.0
XBTUSD,超短期ボリンジャー12日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-45.79,33.71,231.0,-0.39,-0.15,0.84,0.29,-2.29,-1.11,2.6,89.0
XBTUSD,超短期ボリンジャー13日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-52.78,34.52,211.0,-0.6,-0.24,0.59,0.21,-2.54,-1.27,2.51,84.0
XBTUSD,超短期ボリンジャー5日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,262.9,48.0,148.0,2.84,0.96,3.56,1.14,1.99,0.72,2.96,50.0
XBTUSD,超短期ボリンジャー4日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,221.24,58.0,150.0,2.62,0.87,3.47,1.12,1.63,0.57,3.0,50.0
XBTUSD,超短期ボリンジャー5日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,218.53,46.94,144.0,2.64,0.9,3.57,1.16,1.6,0.58,2.94,49.0
XBTUSD,超短期ボリンジャー6日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,209.03,44.9,144.0,2.58,0.88,3.14,1.0,1.89,0.7,2.94,49.0
XBTUSD,超短期ボリンジャー6日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,202.07,43.4,152.0,2.35,0.82,3.43,1.08,1.22,0.48,2.87,53.0
XBTUSD,超短期ボリンジャー5日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,201.57,42.31,148.0,2.38,0.84,2.9,0.99,1.74,0.64,2.85,52.0
XBTUSD,超短期ボリンジャー4日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,200.07,56.25,143.0,2.6,0.87,3.53,1.12,1.5,0.54,2.98,48.0
XBTUSD,超短期ボリンジャー6日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,197.11,43.64,159.0,2.25,0.78,3.32,1.02,1.13,0.45,2.89,55.0
XBTUSD,超短期ボリンジャー11日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,195.77,48.08,146.0,2.39,0.85,3.98,1.23,0.8,0.34,2.81,52.0
XBTUSD,超短期ボリンジャー5日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,192.36,42.59,151.0,2.24,0.8,3.05,1.02,1.3,0.51,2.8,54.0
XBTUSD,超短期ボリンジャー4日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,191.32,55.77,155.0,2.34,0.79,3.22,1.01,1.38,0.5,2.98,52.0
XBTUSD,超短期ボリンジャー6日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,190.11,42.31,149.0,2.31,0.81,2.93,0.97,1.59,0.6,2.87,52.0
XBTUSD,超短期ボリンジャー5日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,183.3,46.51,132.0,2.73,0.89,3.29,1.04,2.02,0.69,3.07,43.0
XBTUSD,超短期ボリンジャー8日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,181.2,43.1,155.0,2.02,0.76,3.49,1.11,0.65,0.29,2.67,58.0
XBTUSD,超短期ボリンジャー8日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,180.19,45.28,150.0,2.22,0.78,3.81,1.12,0.8,0.34,2.83,53.0
XBTUSD,超短期ボリンジャー4日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,179.15,54.17,143.0,2.45,0.82,3.57,1.13,1.24,0.45,2.98,48.0
XBTUSD,超短期ボリンジャー10日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,173.4,44.64,149.0,2.09,0.79,3.3,1.09,0.88,0.38,2.66,56.0
XBTUSD,超短期ボリンジャー6日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,173.13,44.9,142.0,2.34,0.81,3.54,1.09,1.1,0.43,2.9,49.0
XBTUSD,超短期ボリンジャー7日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,171.27,44.64,160.0,2.04,0.71,3.58,1.06,0.61,0.26,2.86,56.0
XBTUSD,超短期ボリンジャー10日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,167.74,46.15,146.0,2.21,0.79,3.38,1.07,0.95,0.39,2.81,52.0
XBTUSD,超短期ボリンジャー4日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,167.62,53.06,144.0,2.31,0.79,3.25,1.02,1.25,0.47,2.94,49.0
XBTUSD,超短期ボリンジャー5日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,167.0,45.83,141.0,2.32,0.79,2.79,0.92,1.77,0.63,2.94,48.0
XBTUSD,超短期ボリンジャー6日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,166.59,42.86,160.0,2.01,0.7,3.02,0.91,0.93,0.39,2.86,56.0
XBTUSD,超短期ボリンジャー9日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,166.43,40.98,157.0,1.88,0.73,3.39,1.1,0.59,0.27,2.57,61.0
XBTUSD,超短期ボリンジャー12日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,165.22,45.28,143.0,2.14,0.79,4.12,1.3,0.38,0.17,2.7,53.0
XBTUSD,超短期ボリンジャー6日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,165.18,42.55,135.0,2.38,0.83,3.4,1.09,1.22,0.47,2.87,47.0
XBTUSD,超短期ボリンジャー5日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,163.82,45.24,129.0,2.62,0.85,3.12,0.98,2.02,0.69,3.07,42.0
XBTUSD,超短期ボリンジャー9日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,159.29,42.11,149.0,1.91,0.73,3.4,1.11,0.48,0.22,2.61,57.0
XBTUSD,超短期ボリンジャー11日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,158.47,45.83,136.0,2.3,0.81,3.56,1.11,0.94,0.39,2.83,48.0
XBTUSD,超短期ボリンジャー4日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,157.84,52.83,157.0,2.06,0.7,2.6,0.82,1.45,0.53,2.96,53.0
XBTUSD,超短期ボリンジャー4日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,156.73,52.08,143.0,2.27,0.76,3.22,0.98,1.24,0.47,2.98,48.0
XBTUSD,超短期ボリンジャー5日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,156.52,44.44,154.0,2.0,0.7,2.39,0.78,1.55,0.6,2.85,54.0
XBTUSD,超短期ボリンジャー4日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,152.88,54.72,157.0,2.02,0.68,2.27,0.73,1.69,0.61,2.96,53.0
XBTUSD,超短期ボリンジャー3日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,152.47,51.06,139.0,2.25,0.76,2.63,0.84,1.78,0.64,2.96,47.0
XBTUSD,超短期ボリンジャー8日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,150.4,42.11,153.0,1.86,0.69,3.18,1.0,0.67,0.3,2.68,57.0
XBTUSD,超短期ボリンジャー5日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,149.97,43.64,153.0,1.91,0.69,2.35,0.77,1.43,0.57,2.78,55.0
XBTUSD,超短期ボリンジャー11日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,146.67,44.68,133.0,2.25,0.8,3.68,1.13,0.77,0.32,2.83,47.0
XBTUSD,超短期ボリンジャー9日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,144.77,45.0,120.0,2.58,0.86,3.71,1.15,1.19,0.44,3.0,40.0
XBTUSD,超短期ボリンジャー6日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,144.75,38.18,155.0,1.89,0.67,3.0,0.91,0.74,0.32,2.82,55.0
XBTUSD,超短期ボリンジャー7日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,143.48,36.54,142.0,1.98,0.73,2.58,0.87,1.32,0.53,2.73,52.0
XBTUSD,超短期ボリンジャー12日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,142.0,43.48,129.0,2.25,0.8,3.36,1.09,1.04,0.42,2.8,46.0
XBTUSD,超短期ボリンジャー7日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,141.27,41.82,153.0,1.85,0.67,3.07,0.95,0.68,0.29,2.78,55.0
XBTUSD,超短期ボリンジャー4日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,140.7,50.94,154.0,1.94,0.67,2.43,0.77,1.35,0.51,2.91,53.0
XBTUSD,超短期ボリンジャー15日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,139.63,41.67,126.0,2.13,0.81,3.48,1.18,0.77,0.34,2.62,48.0
XBTUSD,超短期ボリンジャー12日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,138.38,41.18,138.0,2.01,0.74,3.42,1.14,0.66,0.27,2.71,51.0
XBTUSD,超短期ボリンジャー3日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,137.8,49.02,146.0,1.96,0.68,2.92,0.89,0.96,0.39,2.86,51.0
XBTUSD,超短期ボリンジャー3日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,137.28,47.06,145.0,1.95,0.69,2.62,0.83,1.26,0.5,2.84,51.0
XBTUSD,超短期ボリンジャー15日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,136.14,44.0,131.0,2.03,0.77,3.42,1.16,0.63,0.28,2.62,50.0
XBTUSD,超短期ボリンジャー3日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,134.16,48.08,147.0,1.89,0.67,2.83,0.89,0.96,0.39,2.83,52.0
XBTUSD,超短期ボリンジャー7日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,134.01,39.62,147.0,1.87,0.67,2.82,0.91,0.95,0.39,2.77,53.0
XBTUSD,超短期ボリンジャー4日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,132.74,50.0,142.0,2.04,0.69,2.8,0.86,1.27,0.48,2.96,48.0
XBTUSD,超短期ボリンジャー3日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,129.43,46.81,135.0,2.04,0.71,2.52,0.84,1.49,0.55,2.87,47.0
XBTUSD,超短期ボリンジャー3日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,126.85,47.83,132.0,2.06,0.72,2.14,0.74,1.95,0.68,2.87,46.0
XBTUSD,超短期ボリンジャー14日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,126.73,38.46,133.0,1.87,0.73,3.74,1.25,0.26,0.12,2.56,52.0
XBTUSD,超短期ボリンジャー14日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,125.96,38.78,128.0,1.97,0.75,3.39,1.15,0.61,0.27,2.61,49.0
XBTUSD,超短期ボリンジャー11日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,123.35,43.48,129.0,2.03,0.72,3.6,1.12,0.32,0.14,2.8,46.0
XBTUSD,超短期ボリンジャー15日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,122.24,41.3,121.0,2.06,0.78,3.2,1.1,0.81,0.35,2.63,46.0
XBTUSD,超短期ボリンジャー7日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,121.18,40.98,162.0,1.54,0.58,2.67,0.85,0.38,0.18,2.66,61.0
XBTUSD,超短期ボリンジャー9日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,120.97,39.13,128.0,2.01,0.72,3.26,1.03,0.76,0.32,2.78,46.0
XBTUSD,超短期ボリンジャー8日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,117.76,40.82,137.0,1.89,0.68,3.49,1.09,0.34,0.14,2.8,49.0
XBTUSD,超短期ボリンジャー10日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,116.56,40.82,137.0,1.86,0.67,3.13,0.99,0.42,0.18,2.8,49.0
XBTUSD,超短期ボリンジャー15日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,115.53,40.48,111.0,2.17,0.82,3.11,1.1,0.92,0.39,2.64,42.0
XBTUSD,超短期ボリンジャー6日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,115.3,45.95,113.0,2.39,0.78,2.89,0.84,1.92,0.72,3.05,37.0
XBTUSD,超短期ボリンジャー13日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,114.39,38.89,139.0,1.71,0.66,3.77,1.22,0.05,0.02,2.57,54.0
XBTUSD,超短期ボリンジャー8日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,113.95,40.38,140.0,1.73,0.64,3.21,1.0,0.37,0.17,2.69,52.0
XBTUSD,超短期ボリンジャー14日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,112.2,39.13,119.0,1.95,0.75,3.11,1.1,0.68,0.29,2.59,46.0
XBTUSD,超短期ボリンジャー9日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,108.47,38.78,133.0,1.77,0.65,3.12,1.0,0.48,0.21,2.71,49.0
XBTUSD,超短期ボリンジャー10日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,108.41,40.48,122.0,2.06,0.71,2.96,0.92,0.96,0.38,2.9,42.0
XBTUSD,超短期ボリンジャー12日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,108.21,42.22,124.0,1.92,0.7,3.37,1.09,0.26,0.11,2.76,45.0
XBTUSD,超短期ボリンジャー13日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,106.32,33.33,126.0,1.82,0.69,3.05,1.05,0.59,0.25,2.62,48.0
XBTUSD,超短期ボリンジャー5日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,105.61,46.15,122.0,2.15,0.69,2.13,0.65,2.17,0.74,3.13,39.0
XBTUSD,超短期ボリンジャー13日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,104.79,36.0,131.0,1.74,0.66,3.13,1.04,0.45,0.2,2.62,50.0
XBTUSD,超短期ボリンジャー7日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,102.23,42.22,126.0,1.85,0.66,2.42,0.78,1.19,0.48,2.8,45.0
XBTUSD,超短期ボリンジャー11日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,100.59,43.59,114.0,2.12,0.73,3.64,1.06,0.52,0.22,2.92,39.0
XBTUSD,超短期ボリンジャー9日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,100.1,45.95,112.0,2.18,0.72,2.73,0.84,1.54,0.56,3.03,37.0
XBTUSD,超短期ボリンジャー14日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,96.88,40.0,107.0,2.06,0.77,2.89,1.01,0.94,0.39,2.67,40.0
XBTUSD,超短期ボリンジャー7日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,95.8,41.3,126.0,1.74,0.64,2.58,0.84,0.89,0.37,2.74,46.0
XBTUSD,超短期ボリンジャー8日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,94.77,45.71,102.0,2.19,0.75,3.28,1.02,0.9,0.35,2.91,35.0
XBTUSD,超短期ボリンジャー14日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,92.87,38.64,115.0,1.83,0.7,2.78,0.98,0.69,0.29,2.61,44.0
XBTUSD,超短期ボリンジャー6日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,92.3,46.15,118.0,2.0,0.66,2.97,0.85,1.16,0.44,3.03,39.0
XBTUSD,超短期ボリンジャー13日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,91.68,39.53,114.0,1.86,0.7,2.99,1.0,0.56,0.25,2.65,43.0
XBTUSD,超短期ボリンジャー6日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,90.88,39.13,130.0,1.7,0.6,2.27,0.74,1.07,0.42,2.83,46.0
XBTUSD,超短期ボリンジャー10日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,90.26,40.54,107.0,2.06,0.71,3.1,0.99,0.69,0.27,2.89,37.0
XBTUSD,超短期ボリンジャー10日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,89.76,37.5,114.0,1.93,0.68,3.01,0.95,0.6,0.25,2.85,40.0
XBTUSD,超短期ボリンジャー3日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,89.4,42.86,137.0,1.57,0.56,2.13,0.72,0.94,0.36,2.8,49.0
XBTUSD,超短期ボリンジャー11日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,88.64,40.48,118.0,1.81,0.64,2.75,0.89,0.67,0.27,2.81,42.0
XBTUSD,超短期ボリンジャー10日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,87.31,37.5,132.0,1.6,0.58,3.09,0.98,0.11,0.05,2.75,48.0
XBTUSD,超短期ボリンジャー9日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,86.72,38.89,141.0,1.42,0.54,2.66,0.88,0.19,0.09,2.61,54.0
XBTUSD,超短期ボリンジャー8日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,85.65,41.46,118.0,1.79,0.62,2.21,0.72,1.26,0.48,2.88,41.0
XBTUSD,超短期ボリンジャー9日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,84.46,48.39,91.0,2.3,0.78,3.47,1.05,1.04,0.41,2.94,31.0
XBTUSD,超短期ボリンジャー8日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,83.59,48.39,95.0,2.3,0.75,3.38,0.99,0.98,0.37,3.06,31.0
XBTUSD,超短期ボリンジャー12日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,82.42,33.33,109.0,1.72,0.66,2.97,1.04,0.22,0.1,2.6,42.0
XBTUSD,超短期ボリンジャー15日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,82.29,44.44,80.0,2.6,0.88,2.96,0.95,2.0,0.74,2.96,27.0
XBTUSD,超短期ボリンジャー8日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,81.0,41.46,116.0,1.73,0.61,2.18,0.72,1.15,0.45,2.83,41.0
XBTUSD,超短期ボリンジャー9日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,80.88,44.44,109.0,1.97,0.65,2.55,0.77,1.32,0.49,3.03,36.0
XBTUSD,超短期ボリンジャー5日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,79.9,47.22,111.0,1.95,0.63,1.93,0.58,1.96,0.69,3.08,36.0
XBTUSD,超短期ボリンジャー11日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,79.37,35.14,104.0,1.93,0.69,3.28,1.01,0.34,0.15,2.81,37.0
XBTUSD,超短期ボリンジャー15日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,79.27,36.59,107.0,1.78,0.68,2.45,0.88,0.92,0.39,2.61,41.0
