symbol,strategy,start_date,end_date,騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
ETHUSD,超短期ボリンジャー10日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-7.85,33.33,40.0,-0.25,-0.11,-0.24,-0.1,-0.25,-0.12,2.22,18.0
ETHUSD,超短期ボリンジャー9日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-7.85,33.33,40.0,-0.25,-0.11,-0.24,-0.1,-0.25,-0.12,2.22,18.0
ETHUSD,超短期ボリンジャー12日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-7.88,31.25,33.0,-0.27,-0.13,0.35,0.18,-0.63,-0.3,2.06,16.0
ETHUSD,超短期ボリンジャー12日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-8.1,30.77,26.0,-0.45,-0.22,-0.57,-0.28,-0.38,-0.19,2.0,13.0
ETHUSD,超短期ボリンジャー12日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-8.1,30.77,26.0,-0.45,-0.22,-0.57,-0.28,-0.38,-0.19,2.0,13.0
ETHUSD,超短期ボリンジャー13日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-8.62,33.33,31.0,-0.33,-0.16,1.26,0.57,-1.13,-0.56,2.07,15.0
ETHUSD,超短期ボリンジャー12日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-8.64,26.67,29.0,-0.42,-0.22,-1.36,-0.82,0.21,0.1,1.93,15.0
ETHUSD,超短期ボリンジャー9日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-8.78,33.33,40.0,-0.3,-0.13,-0.24,-0.1,-0.35,-0.17,2.22,18.0
ETHUSD,超短期ボリンジャー12日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-8.85,33.33,24.0,-0.55,-0.28,0.34,0.15,-1.0,-0.53,2.0,12.0
ETHUSD,超短期ボリンジャー11日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-9.14,30.77,25.0,-0.54,-0.28,-0.79,-0.44,-0.38,-0.19,1.92,13.0
ETHUSD,超短期ボリンジャー11日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-9.42,31.25,32.0,-0.38,-0.19,0.04,0.02,-0.63,-0.3,2.0,16.0
ETHUSD,超短期ボリンジャー12日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-9.42,31.25,32.0,-0.38,-0.19,0.04,0.02,-0.63,-0.3,2.0,16.0
ETHUSD,超短期ボリンジャー9日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-9.7,16.67,25.0,-0.69,-0.33,-1.7,-1.06,0.04,0.02,2.08,12.0
ETHUSD,超短期ボリンジャー7日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-10.43,23.08,26.0,-0.74,-0.37,-0.02,-0.01,-1.18,-0.56,2.0,13.0
ETHUSD,超短期ボリンジャー10日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-11.4,18.18,22.0,-0.92,-0.46,-1.08,-0.62,-0.82,-0.38,2.0,11.0
ETHUSD,超短期ボリンジャー11日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-11.78,28.57,26.0,-0.71,-0.38,-1.14,-0.68,-0.38,-0.19,1.86,14.0
ETHUSD,超短期ボリンジャー15日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-12.27,33.33,31.0,-0.59,-0.29,0.85,0.35,-1.31,-0.69,2.07,15.0
ETHUSD,超短期ボリンジャー6日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-13.34,27.27,22.0,-1.26,-0.63,-0.3,-0.15,-2.06,-1.03,2.0,11.0
ETHUSD,超短期ボリンジャー10日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-14.04,26.67,31.0,-0.84,-0.41,-1.72,-0.86,-0.06,-0.03,2.07,15.0
ETHUSD,超短期ボリンジャー10日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-14.04,26.67,31.0,-0.84,-0.41,-1.72,-0.86,-0.06,-0.03,2.07,15.0
ETHUSD,超短期ボリンジャー6日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-16.06,22.22,18.0,-1.87,-0.94,0.24,0.12,-3.56,-1.78,2.0,9.0
ETHUSD,超短期ボリンジャー14日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-16.25,31.25,31.0,-0.84,-0.43,1.26,0.57,-1.79,-0.98,1.94,16.0
ETHUSD,超短期ボリンジャー7日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-16.72,20.0,19.0,-1.78,-0.94,-1.05,-0.6,-2.26,-1.13,1.9,10.0
ETHUSD,超短期ボリンジャー7日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-19.42,16.67,22.0,-1.69,-0.92,-0.02,-0.01,-2.89,-1.56,1.83,12.0
ETHUSD,超短期ボリンジャー7日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-19.52,15.38,25.0,-1.58,-0.82,-0.02,-0.01,-2.55,-1.27,1.92,13.0
ETHUSD,超短期ボリンジャー8日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-21.2,16.67,24.0,-1.94,-0.97,-1.54,-0.86,-2.22,-1.04,2.0,12.0
ETHUSD,超短期ボリンジャー11日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-21.36,22.22,17.0,-2.58,-1.37,0.33,0.14,-4.04,-2.42,1.89,9.0
ETHUSD,超短期ボリンジャー10日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-21.62,20.0,18.0,-2.36,-1.31,-1.08,-0.62,-3.22,-1.76,1.8,10.0
ETHUSD,超短期ボリンジャー8日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-22.37,18.18,21.0,-2.24,-1.17,-1.3,-0.74,-2.78,-1.39,1.91,11.0
ETHUSD,超短期ボリンジャー8日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-26.07,18.18,19.0,-2.67,-1.55,-1.3,-0.74,-3.45,-2.01,1.73,11.0
ETHUSD,超短期ボリンジャー9日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-26.53,16.67,21.0,-2.51,-1.43,-1.7,-1.06,-3.08,-1.66,1.75,12.0
ETHUSD,超短期ボリンジャー10日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-26.77,20.0,17.0,-3.02,-1.78,-2.72,-1.81,-3.22,-1.76,1.7,10.0
ETHUSD,超短期ボリンジャー9日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-26.9,16.67,22.0,-2.55,-1.39,-1.8,-1.0,-3.08,-1.66,1.83,12.0
ETHUSD,超短期ボリンジャー9日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-28.05,20.0,16.0,-3.19,-1.99,-3.15,-2.52,-3.22,-1.76,1.6,10.0
XBTUSD,超短期ボリンジャー6日_1.30倍_決済差額0.00,2004-08-19,2019-08-18,943.37,44.84,611.0,1.3,0.47,2.92,0.94,-0.7,-0.31,2.74,223.0
XBTUSD,超短期ボリンジャー8日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,2526.51,47.48,645.0,1.59,0.59,3.25,1.05,-0.51,-0.23,2.71,238.0
XBTUSD,超短期ボリンジャー7日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,2292.37,47.9,651.0,1.56,0.57,3.14,1.01,-0.43,-0.19,2.74,238.0
XBTUSD,超短期ボリンジャー12日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,2108.86,49.54,614.0,1.67,0.59,3.35,1.02,-0.47,-0.21,2.82,218.0
XBTUSD,超短期ボリンジャー14日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,2089.31,48.82,592.0,1.71,0.61,3.31,1.02,-0.4,-0.18,2.81,211.0
XBTUSD,超短期ボリンジャー11日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,1932.91,48.67,630.0,1.57,0.56,3.01,0.95,-0.42,-0.18,2.79,226.0
XBTUSD,超短期ボリンジャー14日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,1887.79,49.5,566.0,1.74,0.61,3.4,1.03,-0.51,-0.23,2.83,200.0
XBTUSD,超短期ボリンジャー13日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,1834.27,48.62,607.0,1.6,0.57,3.32,1.01,-0.5,-0.23,2.78,218.0
XBTUSD,超短期ボリンジャー15日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,1704.57,49.25,562.0,1.7,0.6,3.21,0.99,-0.46,-0.21,2.82,199.0
XBTUSD,超短期ボリンジャー8日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,1682.15,47.41,628.0,1.47,0.54,3.11,1.01,-0.6,-0.27,2.71,232.0
XBTUSD,超短期ボリンジャー7日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,1619.44,47.01,643.0,1.44,0.52,2.97,0.96,-0.4,-0.17,2.75,234.0
XBTUSD,超短期ボリンジャー15日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,1464.25,49.29,583.0,1.54,0.56,3.02,0.95,-0.52,-0.24,2.76,211.0
XBTUSD,超短期ボリンジャー8日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,1437.77,49.08,600.0,1.48,0.54,3.04,0.98,-0.5,-0.22,2.75,218.0
XBTUSD,超短期ボリンジャー6日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,1205.54,44.86,595.0,1.44,0.52,2.9,0.93,-0.41,-0.17,2.78,214.0
XBTUSD,超短期ボリンジャー10日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,1202.2,47.21,640.0,1.33,0.48,2.85,0.92,-0.77,-0.34,2.75,233.0
XBTUSD,超短期ボリンジャー5日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,1107.37,42.4,587.0,1.39,0.51,2.77,0.92,-0.33,-0.14,2.71,217.0
XBTUSD,超短期ボリンジャー13日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,1058.87,49.03,577.0,1.43,0.51,3.08,0.95,-0.79,-0.36,2.8,206.0
XBTUSD,超短期ボリンジャー5日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,1011.87,43.63,562.0,1.42,0.52,2.79,0.91,-0.28,-0.12,2.75,204.0
XBTUSD,超短期ボリンジャー6日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,968.3,46.84,654.0,1.25,0.45,2.75,0.89,-0.79,-0.34,2.76,237.0
XBTUSD,超短期ボリンジャー6日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,950.86,44.59,629.0,1.26,0.46,2.75,0.9,-0.59,-0.25,2.72,231.0
XBTUSD,超短期ボリンジャー9日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,948.7,44.54,622.0,1.24,0.46,2.88,0.94,-0.99,-0.44,2.72,229.0
XBTUSD,超短期ボリンジャー5日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,946.51,44.92,632.0,1.23,0.46,2.55,0.86,-0.57,-0.25,2.68,236.0
XBTUSD,超短期ボリンジャー6日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,943.37,44.84,611.0,1.3,0.47,2.92,0.94,-0.7,-0.31,2.74,223.0
XBTUSD,超短期ボリンジャー12日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,940.02,47.17,588.0,1.34,0.48,3.08,0.95,-0.9,-0.41,2.77,212.0
XBTUSD,超短期ボリンジャー9日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,926.76,44.17,641.0,1.19,0.45,2.73,0.9,-0.87,-0.4,2.67,240.0
XBTUSD,超短期ボリンジャー14日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,922.85,49.21,535.0,1.46,0.52,3.12,0.96,-0.95,-0.44,2.8,191.0
XBTUSD,超短期ボリンジャー13日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,912.71,47.47,552.0,1.4,0.5,3.15,0.97,-0.91,-0.42,2.79,198.0
XBTUSD,超短期ボリンジャー11日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,883.59,46.05,594.0,1.3,0.47,2.92,0.92,-0.96,-0.43,2.76,215.0
XBTUSD,超短期ボリンジャー7日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,862.63,45.61,621.0,1.23,0.45,2.76,0.91,-0.67,-0.29,2.72,228.0
XBTUSD,超短期ボリンジャー15日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,817.61,48.17,535.0,1.41,0.5,3.06,0.95,-1.03,-0.47,2.8,191.0
XBTUSD,超短期ボリンジャー5日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,767.81,43.48,618.0,1.18,0.44,2.47,0.84,-0.5,-0.21,2.69,230.0
XBTUSD,超短期ボリンジャー7日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,702.13,45.83,592.0,1.2,0.44,2.7,0.89,-0.64,-0.27,2.74,216.0
XBTUSD,超短期ボリンジャー5日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,697.79,41.59,603.0,1.16,0.43,2.4,0.82,-0.44,-0.19,2.67,226.0
XBTUSD,超短期ボリンジャー5日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,687.07,44.02,631.0,1.12,0.42,2.37,0.8,-0.57,-0.24,2.7,234.0
XBTUSD,超短期ボリンジャー12日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,670.81,47.5,559.0,1.26,0.45,3.02,0.94,-1.17,-0.53,2.79,200.0
XBTUSD,超短期ボリンジャー10日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,653.02,45.09,614.0,1.13,0.41,2.73,0.89,-1.2,-0.53,2.74,224.0
XBTUSD,超短期ボリンジャー5日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,643.68,43.0,552.0,1.25,0.45,2.34,0.77,-0.15,-0.06,2.76,200.0
XBTUSD,超短期ボリンジャー6日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,643.62,42.36,550.0,1.23,0.45,2.62,0.86,-0.55,-0.24,2.71,203.0
XBTUSD,超短期ボリンジャー6日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,612.5,43.1,637.0,1.06,0.4,2.58,0.86,-0.89,-0.4,2.67,239.0
XBTUSD,超短期ボリンジャー7日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,611.39,45.1,562.0,1.2,0.44,2.76,0.91,-0.76,-0.32,2.75,204.0
XBTUSD,超短期ボリンジャー15日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,594.16,49.16,497.0,1.33,0.48,3.1,0.98,-1.48,-0.69,2.78,179.0
XBTUSD,超短期ボリンジャー5日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,581.3,41.8,524.0,1.27,0.46,2.28,0.75,-0.08,-0.03,2.77,189.0
XBTUSD,超短期ボリンジャー6日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,555.99,43.68,522.0,1.24,0.45,3.01,0.95,-0.86,-0.38,2.75,190.0
XBTUSD,超短期ボリンジャー14日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,553.07,47.62,478.0,1.38,0.49,3.26,0.99,-1.52,-0.71,2.85,168.0
XBTUSD,超短期ボリンジャー14日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,541.76,47.51,504.0,1.28,0.46,3.23,1.0,-1.6,-0.76,2.78,181.0
XBTUSD,超短期ボリンジャー8日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,494.44,44.34,566.0,1.07,0.4,2.61,0.87,-0.89,-0.39,2.67,212.0
XBTUSD,超短期ボリンジャー8日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,492.49,45.92,537.0,1.16,0.42,2.87,0.92,-1.03,-0.46,2.74,196.0
XBTUSD,超短期ボリンジャー11日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,489.7,44.39,571.0,1.11,0.4,2.94,0.92,-1.38,-0.63,2.79,205.0
XBTUSD,超短期ボリンジャー15日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,438.52,47.9,471.0,1.27,0.45,3.12,0.96,-1.56,-0.73,2.82,167.0
XBTUSD,超短期ボリンジャー12日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,433.5,45.99,522.0,1.13,0.4,3.11,0.96,-1.64,-0.76,2.79,187.0
XBTUSD,超短期ボリンジャー9日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,415.22,43.06,584.0,0.99,0.37,2.76,0.9,-1.43,-0.65,2.7,216.0
XBTUSD,超短期ボリンジャー13日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,409.63,46.41,505.0,1.16,0.42,3.15,0.96,-1.66,-0.79,2.79,181.0
XBTUSD,超短期ボリンジャー9日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,394.99,43.56,553.0,1.03,0.38,2.6,0.86,-1.18,-0.51,2.74,202.0
XBTUSD,超短期ボリンジャー6日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,390.07,41.76,497.0,1.12,0.41,2.8,0.91,-1.03,-0.45,2.73,182.0
XBTUSD,超短期ボリンジャー4日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,386.37,43.48,600.0,0.93,0.36,2.29,0.8,-0.88,-0.39,2.61,230.0
XBTUSD,超短期ボリンジャー5日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,385.75,40.22,491.0,1.13,0.41,2.0,0.68,0.01,0.0,2.74,179.0
XBTUSD,超短期ボリンジャー10日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,369.15,43.4,584.0,0.96,0.35,2.66,0.85,-1.49,-0.66,2.75,212.0
XBTUSD,超短期ボリンジャー10日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,333.72,42.71,548.0,0.98,0.36,2.81,0.9,-1.52,-0.68,2.75,199.0
XBTUSD,超短期ボリンジャー4日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,314.81,41.92,603.0,0.86,0.33,2.36,0.83,-1.0,-0.42,2.63,229.0
XBTUSD,超短期ボリンジャー4日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,299.23,41.77,604.0,0.81,0.32,2.18,0.78,-1.0,-0.45,2.55,237.0
XBTUSD,超短期ボリンジャー7日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,294.77,42.86,512.0,0.96,0.35,2.31,0.78,-0.82,-0.34,2.71,189.0
XBTUSD,超短期ボリンジャー4日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,293.13,40.0,552.0,0.88,0.33,2.19,0.74,-0.81,-0.37,2.63,210.0
XBTUSD,超短期ボリンジャー4日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,283.84,41.96,591.0,0.85,0.32,2.34,0.81,-1.06,-0.46,2.64,224.0
XBTUSD,超短期ボリンジャー11日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,281.24,44.56,539.0,0.93,0.33,2.95,0.91,-1.69,-0.76,2.79,193.0
XBTUSD,超短期ボリンジャー4日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,270.16,40.08,611.0,0.79,0.31,2.18,0.78,-0.96,-0.42,2.58,237.0
XBTUSD,超短期ボリンジャー8日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,266.02,43.78,510.0,0.95,0.34,2.59,0.84,-1.2,-0.52,2.76,185.0
XBTUSD,超短期ボリンジャー14日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,262.53,45.45,433.0,1.1,0.39,2.9,0.91,-1.8,-0.82,2.81,154.0
XBTUSD,超短期ボリンジャー12日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,238.39,42.69,476.0,0.97,0.35,2.93,0.9,-1.85,-0.88,2.78,171.0
XBTUSD,超短期ボリンジャー13日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,235.17,44.71,469.0,0.97,0.35,3.08,0.95,-2.05,-0.98,2.76,170.0
XBTUSD,超短期ボリンジャー9日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,230.5,43.6,484.0,0.96,0.34,2.64,0.85,-1.5,-0.63,2.81,172.0
XBTUSD,超短期ボリンジャー15日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,216.47,44.59,433.0,1.0,0.36,2.74,0.88,-1.81,-0.84,2.76,157.0
XBTUSD,超短期ボリンジャー14日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,211.58,46.43,390.0,1.08,0.39,2.62,0.85,-1.69,-0.75,2.79,140.0
XBTUSD,超短期ボリンジャー7日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,211.0,44.38,487.0,0.87,0.32,2.44,0.79,-1.15,-0.5,2.74,178.0
XBTUSD,超短期ボリンジャー9日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,204.32,41.05,514.0,0.83,0.31,2.37,0.79,-1.34,-0.58,2.71,190.0
XBTUSD,超短期ボリンジャー11日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,196.81,42.94,495.0,0.87,0.31,2.71,0.84,-1.77,-0.8,2.8,177.0
XBTUSD,超短期ボリンジャー6日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,194.23,40.7,466.0,0.87,0.32,2.31,0.77,-0.96,-0.41,2.71,172.0
XBTUSD,超短期ボリンジャー3日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,193.22,40.18,574.0,0.73,0.28,1.98,0.71,-1.01,-0.45,2.56,224.0
XBTUSD,超短期ボリンジャー3日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,190.09,40.93,559.0,0.74,0.28,1.91,0.68,-0.92,-0.4,2.6,215.0
XBTUSD,超短期ボリンジャー4日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,188.51,39.55,570.0,0.71,0.27,2.11,0.74,-1.05,-0.46,2.59,220.0
XBTUSD,超短期ボリンジャー10日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,183.35,41.21,505.0,0.83,0.3,2.48,0.79,-1.53,-0.67,2.77,182.0
XBTUSD,超短期ボリンジャー3日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,174.85,39.81,549.0,0.73,0.28,2.09,0.74,-1.14,-0.5,2.6,211.0
XBTUSD,超短期ボリンジャー7日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,174.28,42.2,464.0,0.82,0.31,2.47,0.81,-1.3,-0.58,2.68,173.0
XBTUSD,超短期ボリンジャー4日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,170.02,40.27,575.0,0.69,0.27,2.08,0.73,-1.12,-0.49,2.6,221.0
XBTUSD,超短期ボリンジャー13日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,169.66,43.12,438.0,0.88,0.32,2.85,0.9,-2.07,-0.99,2.74,160.0
XBTUSD,超短期ボリンジャー5日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,169.09,41.67,459.0,0.82,0.3,1.49,0.51,-0.04,-0.02,2.73,168.0
XBTUSD,超短期ボリンジャー5日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,168.84,42.48,420.0,0.88,0.32,1.43,0.48,0.22,0.09,2.75,153.0
XBTUSD,超短期ボリンジャー15日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,166.56,45.14,400.0,0.95,0.34,2.72,0.87,-2.17,-1.0,2.78,144.0
XBTUSD,超短期ボリンジャー8日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,161.35,40.62,439.0,0.84,0.31,2.37,0.77,-1.29,-0.56,2.74,160.0
XBTUSD,超短期ボリンジャー3日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,161.34,40.53,583.0,0.66,0.26,1.99,0.7,-1.02,-0.46,2.57,227.0
XBTUSD,超短期ボリンジャー3日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,156.87,39.82,571.0,0.67,0.26,1.92,0.68,-1.02,-0.45,2.58,221.0
XBTUSD,超短期ボリンジャー8日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,146.62,40.91,481.0,0.75,0.27,2.27,0.75,-1.34,-0.57,2.73,176.0
XBTUSD,超短期ボリンジャー4日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,130.34,39.39,518.0,0.64,0.24,1.87,0.63,-0.87,-0.39,2.62,198.0
XBTUSD,超短期ボリンジャー9日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,129.22,40.79,418.0,0.8,0.29,2.39,0.78,-1.51,-0.66,2.75,152.0
XBTUSD,超短期ボリンジャー4日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,128.16,38.62,499.0,0.65,0.25,1.75,0.59,-0.66,-0.29,2.64,189.0
XBTUSD,超短期ボリンジャー7日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,122.31,39.51,433.0,0.73,0.27,2.58,0.85,-1.58,-0.71,2.67,162.0
XBTUSD,超短期ボリンジャー10日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,121.69,42.41,439.0,0.76,0.27,2.49,0.8,-1.85,-0.82,2.78,158.0
XBTUSD,超短期ボリンジャー3日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,120.66,40.71,575.0,0.58,0.23,1.97,0.7,-1.1,-0.5,2.54,226.0
XBTUSD,超短期ボリンジャー13日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,116.26,41.67,398.0,0.81,0.29,2.4,0.78,-1.92,-0.87,2.76,144.0
XBTUSD,超短期ボリンジャー11日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,112.92,41.61,411.0,0.78,0.28,2.66,0.84,-1.93,-0.9,2.76,149.0
XBTUSD,超短期ボリンジャー8日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,112.78,38.06,411.0,0.73,0.28,2.21,0.75,-1.32,-0.59,2.65,155.0
XBTUSD,超短期ボリンジャー6日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,110.71,41.14,425.0,0.71,0.26,2.15,0.72,-0.92,-0.39,2.69,158.0
XBTUSD,超短期ボリンジャー12日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,102.38,39.39,449.0,0.69,0.25,2.41,0.77,-1.91,-0.89,2.72,165.0
XBTUSD,超短期ボリンジャー9日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,95.86,41.1,449.0,0.66,0.24,2.3,0.75,-1.62,-0.69,2.75,163.0
XBTUSD,超短期ボリンジャー11日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,91.85,39.76,455.0,0.65,0.24,2.37,0.76,-1.82,-0.84,2.74,166.0
XBTUSD,超短期ボリンジャー6日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,90.29,40.56,386.0,0.68,0.25,1.84,0.62,-0.63,-0.26,2.7,143.0
XBTUSD,超短期ボリンジャー3日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,88.83,39.44,534.0,0.52,0.21,1.87,0.67,-1.11,-0.51,2.51,213.0
XBTUSD,超短期ボリンジャー10日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,83.17,39.31,472.0,0.6,0.22,2.23,0.73,-1.78,-0.79,2.73,173.0
XBTUSD,超短期ボリンジャー15日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,82.63,43.94,363.0,0.72,0.26,2.34,0.76,-2.11,-0.96,2.75,132.0
XBTUSD,超短期ボリンジャー7日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,77.6,40.79,407.0,0.63,0.24,2.51,0.84,-1.95,-0.87,2.68,152.0
XBTUSD,超短期ボリンジャー8日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,68.03,39.04,383.0,0.58,0.22,2.17,0.74,-1.57,-0.71,2.62,146.0
XBTUSD,超短期ボリンジャー3日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,60.35,41.99,458.0,0.49,0.19,1.57,0.57,-0.84,-0.37,2.53,181.0
