symbol,strategy_name,strategy_option,end_date,"全期間騰落率_複利","利益率3か月","利益率1年","利益率3年","利益率15年","最大ドローダウン","最大ドローダウン3か月","最大ドローダウン1年","最大ドローダウン3年","最大ドローダウン15年","期待利益率3か月","期待利益率3か月long","期待利益率3か月short","期待利益率1年","期待利益率1年long","期待利益率1年short","期待利益率3年","期待利益率3年long","期待利益率3年short","期待利益率15年","期待利益率15年long","期待利益率15年short","全期間期待利益率","全期間期待利益率long","全期間期待利益率short","利益率3か月long","利益率3か月short","利益率1年long","利益率1年short","利益率3年long","利益率3年short","利益率15年long","利益率15年short","勝率","平均取引期間","取引数","取引数long","取引数short","ペイオフレシオ"
5713.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-64.4091,0.1964,0.5876,0.3871,1.3842,0.9319,0.0416,0.0873,0.3927,0.6922,0.0031,0.0078,0.0037,0.0023,0.0031,0.0074,0.0005,0.0007,0.0018,0.0004,0.0011,0.0006,0.0009,0.0013,0.0005,0.1409,0.0555,0.198,0.3896,0.1255,0.2616,0.9121,0.4721,28.2805,3.0645,884,459,425,2.1626
8917.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-64.5429,0.0832,0.2651,0.4434,0.1602,0.9704,0.0067,0.0969,0.1189,0.9704,0.0013,0.0025,0.0018,0.0011,0.0007,0.0038,0.0006,0.0011,0.0015,0,0.001,-0.0008,0.0007,0.0042,-0.0026,0.0602,0.023,0.0395,0.2256,0.2083,0.2351,0.8108,-0.6506,30.7246,3.4609,690,338,352,1.8223
6533.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-64.5704,-0.0055,-0.0958,-0.5278,-0.5278,0.7077,0.1361,0.4129,0.7077,0.7077,-0.0001,0.002,-0.0021,-0.0004,-0.0014,-0.001,-0.0007,-0.0003,-0.0044,-0.0007,-0.0003,-0.0044,-0.0041,-0.0005,-0.0079,0.0216,-0.0271,-0.0559,-0.0399,-0.0329,-0.4949,-0.0329,-0.4949,24.2188,2.3281,128,65,63,1.9869
7833.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-64.7554,-0.0114,0.0153,0.2495,0.0623,0.6872,0.0177,0.0859,0.0859,0.6872,-0.0002,0.002,-0.0055,0.0001,0.0011,-0.0012,0.0003,0.0014,0.0002,0,0,0.0001,0.0001,-0.0001,0.0003,0.0323,-0.0437,0.058,-0.0427,0.2298,0.0197,-0.0165,0.0788,18.8065,3.085,553,238,315,2.9837
8131.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-64.7575,-0.0511,-0.0661,-0.4637,-2.7294,0.6693,0.0397,0.1087,0.2454,0.6552,-0.0008,0.0013,-0.0083,-0.0003,-0.0002,-0.0011,-0.0006,-0.0016,-0.0017,-0.0007,-0.0023,-0.0015,-0.0039,-0.0047,-0.003,0.0315,-0.0826,-0.0102,-0.0559,-0.2507,-0.213,-1.6991,-1.0303,28.3019,3.0541,795,421,374,1.4454
6367.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-65.2823,0,0,-0.1659,1.0359,0.9306,0,0,0.3639,0.682,0,0,0,0,0,0,-0.0002,-0.0003,-0.001,0.0003,0.0018,-0.0007,0.0003,0.0026,-0.0022,0,0,0,0,-0.0504,-0.1155,1.521,-0.4851,23.3294,3.041,853,449,404,2.8091
1934.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-65.4751,-0.0641,0.0102,-0.3071,0.1019,0.8159,0.0937,0.288,0.662,0.8159,-0.001,-0.0068,-0.0005,0,-0.0054,0.0038,-0.0004,-0.0033,0.0011,0,-0.0004,0.0006,-0.0005,-0.0014,0.0004,-0.0541,-0.01,-0.2359,0.2461,-0.4867,0.1796,-0.3253,0.4272,34.9686,3.3233,795,410,385,1.6057
7190.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-65.6659,0.0693,0.0124,-0.1964,-0.1964,0.7727,0.027,0.2323,0.7727,0.7727,0.0011,0.0019,0.0036,0.0001,-0.0009,0.0012,-0.0003,-0.0022,0.0007,-0.0003,-0.0022,0.0007,-0.0015,-0.0046,0.0017,0.0266,0.0427,-0.0474,0.0598,-0.3009,0.1045,-0.3009,0.1045,32.5581,2.6202,129,66,63,1.4462
6938.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-65.8267,-0.147,-0.0436,-0.4669,-1.0332,0.7988,0.1755,0.6534,0.7532,0.7988,-0.0023,-0.0214,0.0003,-0.0002,0.006,-0.0039,-0.0006,-0.0016,-0.0022,-0.0003,-0.0005,-0.0009,-0.0001,0.0007,-0.0007,-0.1498,0.0028,0.151,-0.1946,-0.153,-0.3139,-0.3297,-0.7035,27.0092,3.0935,759,348,411,2.2841
4733.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-65.8326,-0.0847,0.0743,-0.2272,-0.9198,0.9299,0.1752,0.1916,0.5483,0.926,-0.0013,-0.0067,-0.0016,0.0003,0.0019,-0.0005,-0.0003,0.0011,-0.0035,-0.0002,0.0004,-0.0019,-0.0014,0.0007,-0.0036,-0.0599,-0.0248,0.0947,-0.0204,0.1613,-0.3885,0.3177,-1.2375,31.1077,3.1184,659,339,320,1.9962
1860.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-65.8453,0.1156,-0.0225,-0.0999,0.6226,0.8771,0.1708,0.3789,0.5931,0.8771,0.0018,0.0023,0.0059,-0.0001,-0.0017,0.0017,-0.0001,-0.0002,-0.0005,0.0002,0.001,-0.0001,0.0001,0.0014,-0.0012,0.0385,0.0771,-0.1047,0.0822,-0.0373,-0.0626,0.719,-0.0964,31.7136,3.2724,782,388,394,2.0564
9437.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-65.9405,-0.0398,-0.1069,-0.0982,0.5805,0.9163,0.1468,0.3008,0.4171,0.7401,-0.0006,-0.0017,-0.0026,-0.0004,-0.0028,-0.0003,-0.0001,-0.0008,0.0001,0.0002,0.0003,0.0005,0.0003,0.0002,0.0003,-0.0241,-0.0157,-0.0956,-0.0113,-0.1128,0.0146,0.2607,0.3198,36.0256,3.3628,780,405,375,1.6625
8111.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-66.1732,0,-0.2675,-0.1278,2.149,0.8669,0,0.451,0.6294,0.8669,0,0,0,-0.0011,-0.0016,-0.006,-0.0002,0.0014,-0.0037,0.0006,0.0031,-0.0004,0.002,0.005,-0.0013,0,0,-0.0886,-0.1789,0.2726,-0.4004,2.4013,-0.2523,32.8515,3,761,397,364,1.8966
4114.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-66.3765,-0.1033,-0.067,-0.1775,0.0337,0.9091,0.2191,0.346,0.51,0.9091,-0.0016,-0.0009,-0.0214,-0.0003,-0.0017,0.0005,-0.0002,-0.0004,-0.0008,0,0.0008,-0.0009,0.0004,0.0028,-0.0022,-0.0176,-0.0857,-0.0881,0.0211,-0.0691,-0.1084,0.6706,-0.6369,36.4532,3.2032,812,418,394,1.6773
1888.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-66.794,0.0339,-0.0509,-0.1071,0.7876,0.9285,0.0251,0.1811,0.3124,0.9256,0.0005,0.0012,0.0016,-0.0002,-0.0017,0.0006,-0.0001,-0.0014,0.0005,0.0002,0.0019,-0.0007,0.0014,0.0054,-0.0021,0.0257,0.0082,-0.075,0.0241,-0.1776,0.0705,1.2462,-0.4586,29.1725,3.1641,713,331,382,2.1279
3277.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-66.8118,0.0091,0.1592,0.3237,-1.0477,0.8257,0.0404,0.2213,0.447,0.8257,0.0001,0.0022,-0.0026,0.0006,-0.0022,0.0048,0.0004,0.001,0.0011,-0.0005,0.0011,-0.0039,-0.0031,0.0025,-0.008,0.0405,-0.0314,-0.1164,0.2756,0.1692,0.1545,0.4024,-1.4501,27.193,2.7602,342,161,181,1.65
1833.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-66.8155,0.072,0.0862,0.1374,0.446,0.9497,0.0935,0.2078,0.3769,0.9106,0.0011,0.0034,0.0034,0.0003,-0.0004,0.0026,0.0002,0.0006,0.0002,0.0001,0.0012,-0.0008,0.0006,0.0033,-0.0023,0.0308,0.0412,-0.021,0.1072,0.1113,0.0261,0.9614,-0.5154,35.9375,3.3073,768,405,363,1.6101
3524.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-67.8834,-0.0109,-0.1518,-0.1025,0.5179,0.8282,0.0291,0.0992,0.1745,0.8187,-0.0002,-0.0027,0.0036,-0.0006,-0.0037,0.0022,-0.0001,-0.0015,0.0011,0.0001,-0.0003,0.0009,0.0016,0.0017,0.0015,-0.0435,0.0326,-0.2282,0.0764,-0.2411,0.1386,-0.178,0.6959,18.6798,3.2893,712,350,362,3.3607
5930.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-68.0897,0.034,-0.273,-0.3296,-0.6626,0.8115,0.088,0.5343,0.6975,0.8115,0.0005,0.001,0.0024,-0.0011,-0.0046,-0.0021,-0.0004,-0.0006,-0.0018,-0.0002,-0.0001,-0.0009,-0.0009,0.0003,-0.0023,0.0146,0.0194,-0.1827,-0.0903,-0.0958,-0.2338,-0.0708,-0.5918,32.7654,3.2398,763,389,374,1.8388
2874.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-68.2372,0.0691,-0.0184,-0.3112,-0.2989,0.8387,0.0341,0.456,0.7219,0.8387,0.0011,0.0031,0.0026,-0.0001,-0.0015,0.0012,-0.0004,-0.0019,-0.0006,-0.0001,-0.0003,-0.0001,-0.0007,-0.0007,-0.0007,0.0428,0.0263,-0.0813,0.0629,-0.2374,-0.0738,-0.2468,-0.0521,33.1453,3.7772,709,384,325,1.655
4423.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-68.2928,0.0924,-0.2955,-0.2955,-0.2955,0.7837,0.1054,0.7837,0.7837,0.7837,0.0015,0.0012,0.0058,-0.0016,-0.0057,-0.0018,-0.0016,-0.0057,-0.0018,-0.0016,-0.0057,-0.0018,-0.0099,-0.0144,-0.0039,0.0173,0.0751,-0.2443,-0.0512,-0.2443,-0.0512,-0.2443,-0.0512,26.6667,2.9333,30,17,13,0.6969
6755.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-68.3216,-0.0772,-0.1172,-0.399,1.085,0.9667,0.2059,0.4877,0.8028,0.9667,-0.0012,-0.001,-0.0052,-0.0005,-0.0015,-0.0011,-0.0005,-0.0016,-0.0014,0.0003,0.0014,0,0.0021,0.0048,-0.0006,-0.0101,-0.0671,-0.0596,-0.0576,-0.213,-0.186,1.1152,-0.0302,32.6603,3.0582,842,423,419,2.0208
6362.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-68.3531,0,-0.0285,0.039,0.8378,0.9016,0,0.0159,0.0428,0.8002,0,0,0,-0.0001,-0.0005,0,0.0001,0.0005,-0.0004,0.0002,0.0006,0.0005,0.0014,0.0001,0.0026,0,0,-0.0285,0,0.0848,-0.0458,0.4487,0.3891,18.5889,3.2551,737,361,376,3.7963
6651.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-68.9342,0.1251,0.1855,0.0836,-0.3127,0.8966,0.0924,0.2891,0.5766,0.8966,0.002,0.002,0.0065,0.0008,0.0006,0.0029,0.0001,0.0009,-0.0005,-0.0001,-0.0004,-0.0001,-0.0014,-0.0012,-0.0016,0.0404,0.0847,0.0302,0.1553,0.1462,-0.0626,-0.268,-0.0447,31.6981,3.1145,795,420,375,1.9793
4745.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-68.9673,0.0007,-0.0146,0.4463,1.1542,0.958,0.1459,0.4843,0.6555,0.958,0,-0.0011,0.0018,-0.0001,-0.0084,0.0038,0.0006,-0.0008,0.0038,0.0003,0.0017,0.0001,0.0037,0.0052,0.0024,-0.0137,0.0144,-0.2515,0.2369,-0.1142,0.5605,1.0963,0.0579,34.0426,3.2857,658,312,346,1.7396
1911.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-69.1032,-0.0612,-0.1548,-0.312,-1.0159,0.8104,0.1936,0.4973,0.675,0.8104,-0.001,-0.0034,-0.0012,-0.0006,-0.0057,0.0015,-0.0004,-0.0015,-0.0006,-0.0003,-0.001,-0.0004,-0.0016,-0.0021,-0.0011,-0.0513,-0.0099,-0.224,0.0692,-0.2269,-0.0851,-0.7486,-0.2673,30.6509,3.0651,845,446,399,2.0479
6440.T,Bollingerband/DailyTrail,SMA7SD0.8,2019-09-20,-69.3046,0.2003,0.8878,1.2314,3.6034,0.9952,0.1259,0.2897,0.5175,0.9952,0.0032,0.0022,0.0115,0.0036,0.0039,0.0107,0.0016,0.0049,0.0023,0.001,0.0027,0.0016,0.0057,0.0069,0.0046,0.0393,0.161,0.2166,0.6712,0.8728,0.3586,2.2958,1.3076,38.1421,3.0448,915,435,480,1.5961
3486.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-69.3408,-0.1308,-0.136,-0.632,-0.632,0.8381,0.0245,0.4477,0.8381,0.8381,-0.0021,-0.0113,-0.0047,-0.0006,-0.0185,0.006,-0.0014,-0.0151,0.0026,-0.0014,-0.0151,0.0026,-0.0078,-0.0201,0.0054,-0.0788,-0.052,-0.4257,0.2897,-0.8429,0.2109,-0.8429,0.2109,19.7531,1.9753,81,42,39,1.8437
6839.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-69.3794,0.2251,0.4356,0.1839,-0.1391,0.9217,0.0266,0.5311,0.6077,0.9217,0.0036,0.0032,0.0106,0.0018,0.0011,0.0063,0.0002,-0.0001,0.0014,0,-0.0002,0,-0.0001,0.0001,-0.0003,0.0348,0.1903,0.0636,0.372,-0.0139,0.1978,-0.1711,0.032,12.5721,3.0669,867,427,440,6.2414
6028.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-69.5557,-0.0487,0.2211,-0.1672,-0.2556,0.9126,0.166,0.166,0.7213,0.9126,-0.0008,0.0022,-0.0102,0.0009,0.0045,-0.0008,-0.0002,0.0003,-0.0019,-0.0002,0.0005,-0.0022,-0.0012,0.0011,-0.0043,0.0329,-0.0816,0.2547,-0.0336,0.05,-0.2172,0.1352,-0.3908,24.6445,2.9716,211,120,91,2.5466
5482.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-69.7835,0.0126,-0.1063,-0.0758,0.8171,0.882,0.0571,0.2363,0.3317,0.6531,0.0002,0.002,-0.0019,-0.0004,-0.0025,-0.0005,-0.0001,-0.0009,0.0002,0.0002,0.0006,0.0005,0.0003,0.0001,0.0005,0.028,-0.0154,-0.0826,-0.0237,-0.1104,0.0346,0.4637,0.3534,26.3027,3.0918,806,394,412,2.5197
7961.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-69.8584,0,0,0.2601,1.1228,0.9316,0,0,0.1144,0.8937,0,0,0,0,0,0,0.0003,0.0017,0.0002,0.0003,0.0015,0.0002,0.0035,0.0074,0.0001,0,0,0,0,0.2326,0.0275,0.9772,0.1456,24.5152,3.1994,722,341,381,2.7052
9757.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-70.1244,0.0291,0.1175,0.1639,0.5599,0.8234,0.1199,0.3203,0.6304,0.8234,0.0005,-0.0017,0.0051,0.0005,-0.0015,0.004,0.0002,0.0023,-0.002,0.0002,0.001,-0.0005,0.001,0.0029,-0.0012,-0.0222,0.0513,-0.0842,0.2017,0.4221,-0.2582,0.8501,-0.2902,23.4637,3.7281,537,298,239,2.5493
5334.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-70.1907,0.0078,0.1117,0.2536,0.4436,0.9775,0.3323,0.4244,0.4244,0.9775,0.0001,0.0057,-0.0046,0.0005,-0.0012,0.0026,0.0003,0.0011,0.0005,0.0001,0.0008,-0.0003,0.0006,0.0016,-0.0005,0.0859,-0.0781,-0.0502,0.1619,0.1753,0.0783,0.6302,-0.1866,35.6389,3.1665,853,436,417,1.7707
1726.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-70.2962,0.1556,0.1202,-0.0485,-2.0595,0.7896,0.0289,0.1552,0.6643,0.7896,0.0025,0.0067,-0.0018,0.0005,0.0015,0.001,-0.0001,0.0003,-0.001,-0.0006,-0.0008,-0.0038,-0.0063,-0.0033,-0.0103,0.1735,-0.0179,0.0864,0.0338,0.0528,-0.1013,-0.4363,-1.6232,25.5937,3.8153,379,215,164,1.4649
9507.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-70.3554,0.0224,0.2785,0.2741,0.6311,0.9086,0.181,0.2796,0.356,0.775,0.0004,0.0031,-0.0022,0.0011,0.0005,0.004,0.0004,0.0002,0.0016,0.0002,0.0007,0.0001,0.0006,0.0012,-0.0002,0.0583,-0.0359,0.0258,0.2527,0.0302,0.2439,0.5331,0.098,32.3684,3.3053,760,398,362,1.8919
7701.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-70.4539,0.1577,0.2525,-0.0553,-0.0732,0.9654,0.0893,0.3249,0.6674,0.9654,0.0025,0.0042,0.0064,0.001,-0.0014,0.0055,-0.0001,0,-0.0004,0,0.001,-0.0013,0,0.0019,-0.0019,0.0425,0.1152,-0.059,0.3115,-0.0004,-0.0549,0.7852,-0.8584,35.2113,3.2996,781,394,387,1.8028
7987.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-70.463,-0.0007,0.0534,0.1198,-1.4463,0.8151,0.0091,0.0404,0.1228,0.8151,0,-0.0006,0.0008,0.0002,-0.0013,0.0014,0.0002,0.0005,0.0003,-0.0004,-0.0008,-0.0012,-0.0028,-0.0024,-0.0032,-0.0075,0.0068,-0.0572,0.1106,0.0761,0.0437,-0.5424,-0.9039,28.3727,3.6217,719,356,363,1.8501
3064.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-70.7502,0.036,-0.0823,-0.1479,0.8125,0.8306,0.2185,0.5512,0.7678,0.8306,0.0006,0.0023,0.0003,-0.0003,-0.0042,0.0023,-0.0002,-0.0008,-0.0002,0.0003,0.0013,-0.0003,0.0017,0.0039,-0.0008,0.0319,0.0041,-0.1818,0.0995,-0.1216,-0.0263,0.9777,-0.1652,29.7645,3.666,467,252,215,2.2242
2930.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.2554,-0.1643,0.0574,-0.0138,-0.0727,0.8309,0.3957,0.6168,0.8088,0.8309,-0.0026,-0.0045,-0.0097,0.0002,-0.0008,0.0022,0,0.0017,-0.0035,-0.0001,0.0024,-0.0047,-0.0005,0.0074,-0.0105,-0.067,-0.0973,-0.0416,0.099,0.327,-0.3408,0.65,-0.7227,24.2038,3.4904,157,88,69,2.4025
8097.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.3429,0.0387,0.1087,-0.1725,-0.6868,0.7724,0.1434,0.3623,0.5792,0.7549,0.0006,0.004,-0.0038,0.0004,0.0035,-0.001,-0.0002,0.0005,-0.002,-0.0002,-0.0007,-0.0003,-0.0025,-0.0028,-0.0022,0.0845,-0.0458,0.1556,-0.0469,0.0752,-0.2477,-0.51,-0.1768,30.4927,3.1664,751,397,354,1.9051
5363.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.3663,-0.0154,0.077,-0.2417,-2.7086,0.7965,0.0647,0.1645,0.7031,0.7816,-0.0002,-0.0001,-0.0011,0.0003,-0.004,0.0047,-0.0003,-0.0016,0.0003,-0.0007,-0.0024,-0.0014,-0.0052,-0.0057,-0.0047,-0.0011,-0.0143,-0.2021,0.2791,-0.2775,0.0358,-1.7969,-0.9117,28.3784,3.1635,740,397,343,1.5095
7782.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.4791,-0.0726,-0.3271,-1.2586,-1.2586,0.7513,0.0274,0.2271,0.7513,0.7513,-0.0012,0.003,-0.0074,-0.0013,-0.0046,-0.0038,-0.0018,-0.0057,-0.0054,-0.0018,-0.0057,-0.0054,-0.0102,-0.0096,-0.0107,0.0237,-0.0963,-0.1194,-0.2077,-0.4597,-0.7989,-0.4597,-0.7989,17.8862,2.2927,123,48,75,1.8505
3093.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.4837,0.0201,-0.1967,-0.0854,0.3614,0.7263,0.2567,0.3112,0.3134,0.7263,0.0003,0.0041,-0.007,-0.0008,-0.002,-0.0019,-0.0001,-0.0006,0.0001,0.0001,0.0023,-0.0017,0.0008,0.0059,-0.0042,0.0693,-0.0492,-0.1194,-0.0773,-0.0964,0.011,1.3055,-0.9441,30.5618,3.382,445,220,225,1.5849
8864.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.5236,-0.0093,-0.0334,-0.1333,-1.035,0.7384,0.0088,0.0553,0.1466,0.7123,-0.0001,-0.0003,-0.0007,-0.0001,-0.0024,0.0016,-0.0002,-0.0003,-0.0005,-0.0003,-0.0005,-0.001,-0.0025,-0.0024,-0.0027,-0.0052,-0.0041,-0.1186,0.0852,-0.064,-0.0693,-0.354,-0.681,26.7974,3.3425,765,392,373,2.0328
8337.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.6689,0.0365,0.3616,0.2202,0.0133,0.9571,0.094,0.2916,0.5768,0.9571,0.0006,0.0027,0.0001,0.0015,0.0002,0.005,0.0003,0.0001,0.0011,0,-0.0003,0.0003,-0.0015,-0.0017,-0.0014,0.0355,0.001,0.0097,0.3519,0.0196,0.2006,-0.2083,0.2216,29.2593,2.9457,810,384,426,2.2078
7186.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.8586,-0.0315,0.0835,-0.2033,-0.268,0.8625,0.1269,0.1947,0.8146,0.8625,-0.0005,-0.0047,0.0011,0.0003,-0.0027,0.0041,-0.0003,-0.0011,-0.0004,-0.0003,-0.0011,-0.0006,-0.0019,-0.0023,-0.0014,-0.0427,0.0112,-0.1156,0.1991,-0.1463,-0.057,-0.1673,-0.1007,30.5556,3.0903,144,72,72,1.4079
3837.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-71.9709,0.1159,-0.1383,-0.2239,0.1359,0.846,0.1038,0.5915,0.846,0.846,0.0018,0.0058,-0.0022,-0.0006,-0.0017,-0.001,-0.0003,0.0012,-0.0032,0,0.002,-0.0028,0.0003,0.005,-0.0056,0.1335,-0.0176,-0.0917,-0.0466,0.1856,-0.4095,1.255,-1.1191,20.2673,2.98,449,250,199,2.8746
3985.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.2121,-0.3995,-0.6787,-0.6343,-0.6343,0.7387,0.5302,0.6429,0.7387,0.7387,-0.0063,-0.0224,-0.0132,-0.0028,-0.0079,-0.0062,-0.001,-0.0032,-0.0025,-0.001,-0.0032,-0.0025,-0.0051,-0.0053,-0.0049,-0.2015,-0.198,-0.3297,-0.349,-0.3102,-0.3241,-0.3102,-0.3241,22.4,2.016,125,59,66,2.3573
8769.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.2553,0.1594,0.2581,-0.197,-0.5746,0.8825,0.0557,0.3827,0.8615,0.8825,0.0025,0.0144,-0.001,0.001,0.0065,-0.0007,-0.0003,0.003,-0.0054,-0.0002,0.002,-0.0025,-0.0011,0.004,-0.0057,0.1729,-0.0135,0.2936,-0.0355,0.4444,-0.6414,0.9716,-1.5462,20.6628,2.6803,513,243,270,3.2545
1835.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.3187,0.0302,0.0803,-0.1012,0.7228,0.8505,0.0739,0.1409,0.4913,0.8505,0.0005,-0.0012,0.0045,0.0003,-0.0018,0.0038,-0.0001,-0.0008,0.0002,0.0002,0.0017,-0.0009,-0.0005,0.0031,-0.004,-0.0104,0.0406,-0.0944,0.1747,-0.1236,0.0224,1.352,-0.6292,36.3519,3.3001,773,386,387,1.555
9422.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.4892,-0.0104,-0.093,-0.4129,-0.4073,0.7638,0.1675,0.3846,0.6574,0.7638,-0.0002,-0.0026,0.0018,-0.0004,-0.005,0.0015,-0.0005,-0.0018,-0.0013,-0.0001,-0.0001,-0.0006,-0.0008,-0.0002,-0.0015,-0.0358,0.0254,-0.1807,0.0877,-0.2371,-0.1758,-0.0435,-0.3638,33.3959,3.4503,533,285,248,1.5363
6146.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.5478,0,0,0,0.6852,0.9684,0,0,0,0.9684,0,0,0,0,0,0,0,0,0,0.0002,0.0004,0.0006,0.0008,0.0013,0.0004,0,0,0,0,0,0,0.293,0.3922,29.4931,2.9378,868,438,430,2.3488
6861.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.5974,0,0,0,0.1644,0.8572,0,0,0,0.4963,0,0,0,0,0,0,0,0,0,0,0.0003,-0.0001,-0.0004,0.0003,-0.0011,0,0,0,0,0,0,0.219,-0.0546,8.0552,3.0437,869,448,421,9.6835
1352.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.7134,0,0,0.086,-0.5455,0.8335,0,0,0.0191,0.8335,0,0,0,0,0,0,0.0001,0.0009,-0.0002,-0.0001,-0.0003,-0.0005,-0.001,-0.0006,-0.0013,0,0,0,0,0.1115,-0.0255,-0.2219,-0.3236,10.2339,3.1901,684,338,346,6.2896
4401.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.9062,0.1023,0.286,0.2844,0.0351,0.9548,0.1571,0.2232,0.4703,0.9548,0.0016,-0.0008,0.0066,0.0011,-0.0016,0.0053,0.0004,0.0002,0.0015,0,0.0002,-0.0001,-0.0001,0.0004,-0.0006,-0.0101,0.1124,-0.0784,0.3644,0.0383,0.2461,0.1261,-0.091,34.8635,3.2816,806,400,406,1.7533
9889.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-72.9635,0.0285,-0.2392,-0.181,-0.2121,0.8294,0.2141,0.5793,0.6329,0.7901,0.0005,0.0053,-0.0062,-0.001,-0.0015,-0.0044,-0.0002,0.0014,-0.0035,-0.0001,0.0007,-0.0012,0.0003,0.0018,-0.0013,0.0843,-0.0558,-0.0651,-0.1741,0.2385,-0.4195,0.5657,-0.7778,33.8791,3.2746,794,407,387,1.6399
7180.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.0049,0.054,0.0132,-0.2304,-0.2804,0.7764,0.1861,0.5154,0.6799,0.7764,0.0009,0.0017,0.0028,0.0001,-0.0013,0.0014,-0.0003,-0.0022,0.0002,-0.0003,-0.002,0.0003,-0.0017,-0.0044,0.0006,0.0174,0.0366,-0.0569,0.0701,-0.2663,0.0359,-0.3369,0.0565,34.9398,3.1627,166,76,90,1.3743
9531.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.2416,0.0437,0.0407,-0.2449,0.1271,0.8937,0.0581,0.1982,0.6489,0.8937,0.0007,0.0028,0.0005,0.0002,0.0005,0.0004,-0.0003,-0.0003,-0.0017,0,-0.0003,0.0005,-0.0001,-0.0006,0.0006,0.0387,0.005,0.0262,0.0145,-0.0389,-0.206,-0.2121,0.3392,36.6577,3.4825,742,404,338,1.5939
2174.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.3931,0.0151,0.1848,-0.051,0.6311,0.9265,0.0977,0.2755,0.6723,0.9265,0.0002,0.0028,-0.003,0.0008,0.0015,0.0023,-0.0001,-0.0003,0,0.0002,0.0013,-0.0003,0.0011,0.0028,-0.0005,0.0482,-0.0331,0.0788,0.106,-0.0487,-0.0023,0.7906,-0.1595,29.9832,2.593,597,284,313,2.1946
